Number of individuals;String cleaning time
3602;1.2283999240025878e-05
3603;1.0652001947164536e-05
3604;1.120999877457507e-05
3605;1.115699706133455e-05
3606;1.1005999112967402e-05
3607;1.1362997611286119e-05
3608;1.1107000318588689e-05
3609;1.1183998140040785e-05
3610;1.0866002412512898e-05
3611;1.0939998901449144e-05
3612;1.0749998182291165e-05
3613;1.1364998499630019e-05
3614;1.018799957819283e-05
3615;1.020700074150227e-05
3616;1.1885000276379287e-05
3617;1.0458999895490706e-05
3618;9.964001947082579e-06
3619;1.0487001418368891e-05
3620;1.0006002412410453e-05
3621;1.050100036081858e-05
3622;1.0514002497075126e-05
3623;1.1170999641763046e-05
3624;1.0906001989496872e-05
3625;1.1083997378591448e-05
3626;9.958999726222828e-06
3627;1.0674000805011019e-05
3628;1.034299930324778e-05
3629;1.1143001756863669e-05
3630;1.1240997991990298e-05
3631;1.0514999303268269e-05
3632;1.0294999810867012e-05
3633;9.78800017037429e-06
3634;1.0891999409068376e-05
3635;1.0443000064697117e-05
3636;1.1396001355024055e-05
3637;9.991999831981957e-06
3638;1.0887997632380575e-05
3639;1.0064002708531916e-05
3640;1.0608000593492761e-05
3641;1.0469000699231401e-05
3642;1.878500188468024e-05
3643;1.1840998922707513e-05
3644;1.105699993786402e-05
3645;1.077599881682545e-05
3646;1.0551000741543248e-05
3647;1.2223001249367371e-05
3648;1.0157000360777602e-05
3649;1.0306001058779657e-05
3650;1.220199919771403e-05
3651;1.265299943042919e-05
3652;1.1339998309267685e-05
3653;1.0453000868437812e-05
3654;9.31999966269359e-06
3655;1.0315998224541545e-05
3656;9.06000059330836e-06
3657;8.654002158436924e-06
3658;9.315997886005789e-06
3659;9.087998478207737e-06
3660;8.63100285641849e-06
3661;9.6139992820099e-06
3662;8.750997949391603e-06
3663;9.092000254895538e-06
3664;9.312996553489938e-06
3665;9.43999839364551e-06
3666;9.529998351354152e-06
3667;9.745999705046415e-06
3668;9.290000889450312e-06
3669;9.698000212665647e-06
3670;9.274997864849865e-06
3671;9.678999049356207e-06
3672;9.647999831940979e-06
3673;9.161001798929647e-06
3674;9.4559982244391e-06
3675;8.969000191427767e-06
3676;9.28099689190276e-06
3677;9.453997336095199e-06
3678;9.696999768493697e-06
3679;9.60000033956021e-06
3680;9.16499993763864e-06
3681;1.0078001650981605e-05
3682;9.740000677993521e-06
3683;9.488001524005085e-06
3684;9.531999239698052e-06
3685;9.879997378448024e-06
3686;1.5205998352030292e-05
3687;9.89399995887652e-06
3688;9.666997357271612e-06
3689;9.005001629702747e-06
3690;9.905001206789166e-06
3691;9.673000022303313e-06
3692;9.309998858952895e-06
3693;9.227002010447904e-06
3694;9.237999620381743e-06
3695;9.87499879556708e-06
3696;9.552000847179443e-06
3697;9.33599949348718e-06
3698;9.703999239718542e-06
3699;9.051000233739614e-06
3700;9.551000403007492e-06
3701;9.658000635681674e-06
3702;9.114999556913972e-06
3703;9.1419969976414e-06
3704;9.682000381872058e-06
3705;9.00499799172394e-06
3706;9.674000466475263e-06
3707;9.759998647496104e-06
3708;9.298000804847106e-06
3709;9.676001354819164e-06
3710;8.496001100866124e-06
3711;8.840001100907102e-06
3712;8.670001989230514e-06
3713;8.480998076265678e-06
3714;8.844999683788046e-06
3715;8.982999133877456e-06
3716;8.57499981066212e-06
3717;9.63600177783519e-06
3718;8.511000487487763e-06
3719;8.303002687171102e-06
3720;8.838000212563202e-06
3721;8.537001122022048e-06
3722;8.473998605040833e-06
3723;8.232000254793093e-06
3724;8.458999218419194e-06
3725;8.308998076245189e-06
3726;8.721999620320275e-06
3727;8.458999218419194e-06
3728;8.646999049233273e-06
3729;8.669998351251706e-06
3730;8.368999260710552e-06
3731;8.373997843591496e-06
3732;1.4214998373063281e-05
3733;8.380000508623198e-06
3734;8.171999070327729e-06
3735;1.0746000043582171e-05
3736;8.74800025485456e-06
3737;8.353999874088913e-06
3738;7.823000487405807e-06
3739;8.382001396967098e-06
3740;7.695998647250235e-06
3741;1.5146000805543736e-05
3742;9.081999451154843e-06
3743;8.426999556832016e-06
3744;9.241000952897593e-06
3745;8.674000127939507e-06
3746;9.413000952918082e-06
3747;8.590002835262567e-06
3748;8.857001375872642e-06
3749;9.006002073874697e-06
3750;8.358001650776714e-06
3751;9.134997526416555e-06
3752;8.300998160848394e-06
3753;8.36900289868936e-06
3754;8.519997209077701e-06
3755;8.393999451072887e-06
3756;8.443999831797555e-06
3757;8.4550010797102e-06
3758;8.324001100845635e-06
3759;8.854000043356791e-06
3760;8.268001693068072e-06
3761;8.39899803395383e-06
3762;8.449002052657306e-06
3763;8.149996574502438e-06
3764;8.250000973930582e-06
3765;8.741997589822859e-06
3766;8.316997991641983e-06
3767;8.074999641394243e-06
3768;8.426999556832016e-06
3769;8.930997864808887e-06
3770;7.909999112598598e-06
3771;7.788999937474728e-06
3772;8.4550010797102e-06
3773;8.672002877574414e-06
3774;8.773000445216894e-06
3775;8.995997632155195e-06
3776;8.626997441751882e-06
3777;9.118000889429823e-06
3778;1.471599898650311e-05
3779;9.125000360654667e-06
3780;8.531998901162297e-06
3781;8.72899909154512e-06
3782;9.194998710881919e-06
3783;8.723000064492226e-06
3784;8.977000106824562e-06
3785;8.785998943494633e-06
3786;8.83099710335955e-06
3787;8.920997061068192e-06
3788;9.021001460496336e-06
3789;8.972001523943618e-06
3790;7.831000402802601e-06
3791;1.1200998415006325e-05
3792;9.139999747276306e-06
3793;8.150000212481245e-06
3794;8.654998964630067e-06
3795;8.115999662550166e-06
3796;7.974998879944906e-06
3797;8.047998562688008e-06
3798;8.963001164374873e-06
3799;9.051000233739614e-06
3800;9.129998943535611e-06
3801;9.031002264237031e-06
3802;9.269002475775778e-06
3803;8.182996680261567e-06
3804;8.828999852994457e-06
3805;8.947998139774427e-06
3806;8.864000847097486e-06
3807;8.953000360634178e-06
3808;8.734001312404871e-06
3809;8.265000360552222e-06
3810;8.789000276010484e-06
3811;8.785998943494633e-06
3812;8.357998012797907e-06
3813;8.835002518026158e-06
3814;8.046001312322915e-06
3815;8.358001650776714e-06
3816;8.369999704882503e-06
3817;8.973998774308711e-06
3818;8.216000423999503e-06
3819;7.86300006438978e-06
3820;9.58099917625077e-06
3821;7.89800105849281e-06
3822;7.975999324116856e-06
3823;8.853003237163648e-06
3824;1.3687000318896025e-05
3825;9.081999451154843e-06
3826;8.109000191325322e-06
3827;9.222996595781296e-06
3828;8.27999974717386e-06
3829;1.2259999493835494e-05
3830;8.348000847036019e-06
3831;8.487000741297379e-06
3832;8.695998985785991e-06
3833;9.6139992820099e-06
3834;9.78800017037429e-06
3835;8.954997610999271e-06
3836;9.817998943617567e-06
3837;9.202998626278713e-06
3838;9.23600237001665e-06
3839;9.357998351333663e-06
3840;9.43699706112966e-06
3841;9.696999768493697e-06
3842;9.496998245595023e-06
3843;9.100000170292333e-06
3844;9.068000508705154e-06
3845;1.022200012812391e-05
3846;9.449999197386205e-06
3847;9.033999958774075e-06
3848;9.557003068039194e-06
3849;8.944000001065433e-06
3850;9.114999556913972e-06
3851;9.071998647414148e-06
3852;9.540999599266797e-06
3853;9.383998985867947e-06
3854;8.59300052979961e-06
3855;8.986000466393307e-06
3856;9.32300099520944e-06
3857;8.893999620340765e-06
3858;8.392999006900936e-06
3859;8.757997420616448e-06
3860;8.918999810703099e-06
3861;8.373001037398353e-06
3862;8.782000804785639e-06
3863;8.602997695561498e-06
3864;8.409999281866476e-06
3865;8.4509993030224e-06
3866;9.486000635661185e-06
3867;8.552000508643687e-06
3868;2.565700197010301e-05
3869;1.0070998541777954e-05
3870;8.127997716655955e-06
3871;8.807000995147973e-06
3872;8.798000635579228e-06
3873;8.849001460475847e-06
3874;8.914998034015298e-06
3875;9.469997166888788e-06
3876;9.16099816095084e-06
3877;8.517999958712608e-06
3878;8.565999451093376e-06
3879;8.741997589822859e-06
3880;9.254999895347282e-06
3881;9.152001439360902e-06
3882;9.784002031665295e-06
3883;8.700000762473792e-06
3884;8.959999831859022e-06
3885;1.5409001207444817e-05
3886;9.368999599246308e-06
3887;1.0227999155176803e-05
3888;8.604001777712256e-06
3889;9.122999472310767e-06
3890;9.234001481672749e-06
3891;9.585997759131715e-06
3892;9.679999493528157e-06
3893;9.142000635620207e-06
3894;9.654999303165823e-06
3895;9.834002412389964e-06
3896;9.329000022262335e-06
3897;8.90400042408146e-06
3898;8.662998880026862e-06
3899;8.678998710820451e-06
3900;8.359002094948664e-06
3901;8.743998478166759e-06
3902;8.374998287763447e-06
3903;9.274997864849865e-06
3904;9.138999303104356e-06
3905;8.817998605081812e-06
3906;8.045000868150964e-06
3907;8.229999366449192e-06
3908;8.546001481590793e-06
3909;1.4953999198041856e-05
3910;9.797000529943034e-06
3911;9.02499959920533e-06
3912;7.915998139651492e-06
3913;9.390998457092792e-06
3914;8.472998160868883e-06
3915;8.703998901182786e-06
3916;8.202001481549814e-06
3917;8.644998160889372e-06
3918;8.406997949350625e-06
3919;8.200000593205914e-06
3920;8.166000043274835e-06
3921;8.379000064451247e-06
3922;8.670998795423657e-06
3923;8.680999599164352e-06
3924;1.8998001905856654e-05
3925;9.489001968177035e-06
3926;8.197999704862013e-06
3927;8.931001502787694e-06
3928;8.687002264196053e-06
3929;8.799001079751179e-06
3930;8.359002094948664e-06
3931;8.694001735420898e-06
3932;8.392999006900936e-06
3933;9.232000593328848e-06
3934;8.465001883450896e-06
3935;8.692000847076997e-06
3936;8.790000720182434e-06
3937;8.741000783629715e-06
3938;8.884002454578876e-06
3939;8.318998879985884e-06
3940;7.769001967972144e-06
3941;9.455001418245956e-06
3942;9.171999408863485e-06
3943;8.674000127939507e-06
3944;2.6044999685836956e-05
3945;1.603599957888946e-05
3946;9.706000128062442e-06
3947;8.875998901203275e-06
3948;9.449999197386205e-06
3949;9.801999112823978e-06
3950;8.900002285372466e-06
3951;9.41999678616412e-06
3952;7.995000487426296e-06
3953;8.946997695602477e-06
3954;8.815000910544768e-06
3955;8.911996701499447e-06
3956;9.306000720243901e-06
3957;9.097999281948432e-06
3958;1.5767000149935484e-05
3959;8.915998478187248e-06
3960;8.207000064430758e-06
3961;8.734998118598014e-06
3962;8.545001037418842e-06
3963;8.701001206645742e-06
3964;9.06200148165226e-06
3965;8.47000046633184e-06
3966;8.74800025485456e-06
3967;8.634000550955534e-06
3968;8.843999239616096e-06
3969;9.226998372469097e-06
3970;8.674000127939507e-06
3971;8.955001248978078e-06
3972;8.996001270134002e-06
3973;8.505998266628012e-06
3974;8.835002518026158e-06
3975;8.522998541593552e-06
3976;8.86699854163453e-06
3977;9.014001989271492e-06
3978;8.620998414698988e-06
3979;8.695002179592848e-06
3980;8.997998520499095e-06
3981;9.694998880149797e-06
3982;8.86699854163453e-06
3983;8.854000043356791e-06
3984;8.792998414719477e-06
3985;8.314997103298083e-06
3986;9.079998562810943e-06
3987;9.888000931823626e-06
3988;9.085000783670694e-06
3989;8.056998922256753e-06
3990;8.498998795403168e-06
3991;8.651000825921074e-06
3992;9.081999451154843e-06
3993;8.660997991682962e-06
3994;8.692000847076997e-06
3995;8.03900184109807e-06
3996;8.582999726058915e-06
3997;8.736002200748771e-06
3998;8.401999366469681e-06
3999;8.189999789465219e-06
4000;9.118997695622966e-06
4001;8.306000381708145e-06
4002;1.4289998944150284e-05
4003;8.641000022180378e-06
4004;8.69199720909819e-06
4005;8.838997018756345e-06
4006;9.286999556934461e-06
4007;8.884002454578876e-06
4008;9.095001587411389e-06
4009;8.678998710820451e-06
4010;9.00599843589589e-06
4011;2.0026000129291788e-05
4012;8.981001883512363e-06
4013;8.88800059328787e-06
4014;8.654998964630067e-06
4015;8.660001185489818e-06
4016;9.161001798929647e-06
4017;9.023002348840237e-06
4018;9.06200148165226e-06
4019;9.365998266730458e-06
4020;9.399002010468394e-06
4021;9.16600038181059e-06
4022;8.832001185510308e-06
4023;8.924998837755993e-06
4024;8.978000550996512e-06
4025;8.805000106804073e-06
4026;8.634000550955534e-06
4027;9.015002433443442e-06
4028;8.909999451134354e-06
4029;8.836999768391252e-06
4030;8.797000191407278e-06
4031;9.073999535758048e-06
4032;8.29599957796745e-06
4033;9.413997759111226e-06
4034;8.859002264216542e-06
4035;8.530998456990346e-06
4036;8.524999429937452e-06
4037;8.619001164333895e-06
4038;9.045998012879863e-06
4039;8.59099964145571e-06
4040;8.955001248978078e-06
4041;8.958999387687072e-06
4042;8.931001502787694e-06
4043;8.88299837242812e-06
4044;8.872000762494281e-06
4045;9.031999070430174e-06
4046;8.78500213730149e-06
4047;8.73200042406097e-06
4048;1.4485998690361157e-05
4049;8.936000085668638e-06
4050;8.8319975475315e-06
4051;8.521998097421601e-06
4052;9.016999683808535e-06
4053;8.701001206645742e-06
4054;9.349998435936868e-06
4055;8.923998393584043e-06
4056;9.546001820126548e-06
4057;8.896000508684665e-06
4058;9.16600038181059e-06
4059;8.213999535655603e-06
4060;8.888997399481013e-06
4061;9.174997103400528e-06
4062;8.799001079751179e-06
4063;8.758997864788398e-06
4064;8.47000046633184e-06
4065;8.816998160909861e-06
4066;9.06000059330836e-06
4067;9.231000149156898e-06
4068;8.83299799170345e-06
4069;8.979000995168462e-06
4070;8.488997991662472e-06
4071;8.465001883450896e-06
4072;8.74699981068261e-06
4073;8.634000550955534e-06
4074;8.88299837242812e-06
4075;9.645998943597078e-06
4076;8.613998943474144e-06
4077;1.54269982886035e-05
4078;8.962000720202923e-06
4079;9.447998309042305e-06
4080;9.088002116186544e-06
4081;8.635997801320627e-06
4082;8.603001333540305e-06
4083;9.101000614464283e-06
4084;9.02700048754923e-06
4085;8.852999599184841e-06
4086;8.650000381749123e-06
4087;9.707997378427535e-06
4088;9.753002814250067e-06
4089;9.02299871086143e-06
4090;8.834002073854208e-06
4091;8.655999408802018e-06
4092;1.5230998542392626e-05
4093;8.946997695602477e-06
4094;8.570001227781177e-06
4095;9.550996765028685e-06
4096;9.064999176189303e-06
4097;8.768998668529093e-06
4098;8.74599936651066e-06
4099;8.877002983354032e-06
4100;9.135997970588505e-06
4101;8.664999768370762e-06
4102;9.370000043418258e-06
4103;8.862996764946729e-06
4104;8.963001164374873e-06
4105;8.86699854163453e-06
4106;8.813000022200868e-06
4107;8.58899875311181e-06
4108;8.672999683767557e-06
4109;8.701001206645742e-06
4110;8.41799919726327e-06
4111;9.16499993763864e-06
4112;9.352999768452719e-06
4113;9.282000974053517e-06
4114;8.925999281927943e-06
4115;9.108000085689127e-06
4116;8.775998139753938e-06
4117;8.55599864735268e-06
4118;9.093997505260631e-06
4119;8.792998414719477e-06
4120;8.930001058615744e-06
4121;9.086001227842644e-06
4122;8.98699727258645e-06
4123;8.953000360634178e-06
4124;8.666997018735856e-06
4125;9.005001629702747e-06
4126;8.932001946959645e-06
4127;8.828999852994457e-06
4128;8.602000889368355e-06
4129;8.582002919865772e-06
4130;8.822000381769612e-06
4131;9.048999345395714e-06
4132;8.94300319487229e-06
4133;9.328003216069192e-06
4134;9.134997526416555e-06
4135;9.267998393625021e-06
4136;8.936000085668638e-06
4137;8.737999451113865e-06
4138;1.4815999747952446e-05
4139;9.041003067977726e-06
4140;9.649000276112929e-06
4141;9.311999747296795e-06
4142;9.158000466413796e-06
4143;8.459999662591144e-06
4144;8.912000339478254e-06
4145;9.111998224398121e-06
4146;9.12699761101976e-06
4147;9.174000297207385e-06
4148;8.940998668549582e-06
4149;9.134000720223412e-06
4150;8.57600025483407e-06
4151;8.196999260690063e-06
4152;8.494000212522224e-06
4153;8.916998922359198e-06
4154;8.461000106763095e-06
4155;8.177998097380623e-06
4156;8.557999535696581e-06
4157;8.767001418164e-06
4158;8.582999726058915e-06
4159;8.401002560276538e-06
4160;8.873998012859374e-06
4161;8.653998520458117e-06
4162;8.426999556832016e-06
4163;8.41799919726327e-06
4164;8.956001693150029e-06
4165;8.61000080476515e-06
4166;8.96899655344896e-06
4167;8.716000593267381e-06
4168;8.733997674426064e-06
4169;8.740000339457765e-06
4170;8.360999345313758e-06
4171;8.353999874088913e-06
4172;8.479000825900584e-06
4173;8.676001016283408e-06
4174;8.902003173716366e-06
4175;8.226998033933342e-06
4176;8.671999239595607e-06
4177;8.497998351231217e-06
4178;8.798000635579228e-06
4179;8.707000233698636e-06
4180;2.1526997443288565e-05
4181;2.1423998987302184e-05
4182;1.4981000276748091e-05
4183;1.4416000340133905e-05
4184;2.4475997633999214e-05
4185;1.3003998901695013e-05
4186;1.3084001693641767e-05
4187;1.279199932469055e-05
4188;1.2628999684238806e-05
4189;1.2934000551467761e-05
4190;1.2210999557282776e-05
4191;1.2873999367002398e-05
4192;1.2432999938027933e-05
4193;1.2391003110678867e-05
4194;1.223700019181706e-05
4195;1.2854001397499815e-05
4196;1.255200186278671e-05
4197;1.235899981111288e-05
4198;1.2694999895757064e-05
4199;1.3442000636132434e-05
4200;1.2315998901613057e-05
4201;1.2659998901654035e-05
4202;1.312200038228184e-05
4203;1.326400160905905e-05
4204;1.261599754798226e-05
4205;1.241100108018145e-05
4206;1.253099981113337e-05
4207;1.2073000107193366e-05
4208;1.2628999684238806e-05
4209;1.2717999197775498e-05
4210;1.2229000276420265e-05
4211;1.2778000382240862e-05
4212;1.254900053027086e-05
4213;1.1595999239943922e-05
4214;1.2069998774677515e-05
4215;1.3009997928747907e-05
4216;1.2324999261181802e-05
4217;1.2438002158887684e-05
4218;1.2569998943945393e-05
4219;2.6509998861001804e-05
4220;1.3373999536270276e-05
4221;1.2991000403417274e-05
4222;1.2833999790018424e-05
4223;1.281100048799999e-05
4224;1.1613999959081411e-05
4225;1.2398999388096854e-05
4226;1.296299888053909e-05
4227;1.2477001291699708e-05
4228;1.2398999388096854e-05
4229;1.215400334331207e-05
4230;2.1613999706460163e-05
4231;1.3897999451728538e-05
4232;1.2518998119048774e-05
4233;3.400800051167607e-05
4234;1.2574997526826337e-05
4235;1.227400207426399e-05
4236;1.2766999134328216e-05
4237;1.2652002624236047e-05
4238;1.2726999557344243e-05
4239;1.2279997463338077e-05
4240;1.2769000022672117e-05
4241;1.2887001503258944e-05
4242;1.383500057272613e-05
4243;1.267200059373863e-05
4244;1.2029002391500399e-05
4245;1.9133000023430213e-05
4246;1.1518000974319875e-05
4247;1.065600008587353e-05
4248;1.12530033220537e-05
4249;1.1225001799175516e-05
4250;1.1239997547818348e-05
4251;1.0698000551201403e-05
4252;1.5098001313162968e-05
4253;1.1880998499691486e-05
4254;1.1185999028384686e-05
4255;1.092000093194656e-05
4256;1.0838000889634714e-05
4257;1.079800131265074e-05
4258;1.1378000635886565e-05
4259;1.1326999810989946e-05
4260;1.1217998689971864e-05
4261;1.0920997738139704e-05
4262;1.1136999091831967e-05
4263;1.133199839387089e-05
4264;1.0932002624031156e-05
4265;1.1067000741604716e-05
4266;1.150800017057918e-05
4267;1.1069001629948616e-05
4268;1.1380998330423608e-05
4269;1.0957999620586634e-05
4270;1.136699938797392e-05
4271;1.1611999070737511e-05
4272;1.1357999028405175e-05
4273;1.1292999261058867e-05
4274;1.792799957911484e-05
4275;1.10889995994512e-05
4276;1.1570002243388444e-05
4277;1.1273998097749427e-05
4278;1.0978001228068024e-05
4279;1.0992996976710856e-05
4280;1.122799949371256e-05
4281;1.1716001608874649e-05
4282;1.1364998499630019e-05
4283;1.1026997526641935e-05
4284;1.2464999599615112e-05
4285;1.1063002602895722e-05
4286;1.0897001629928127e-05
4287;1.0711999493651092e-05
4288;1.1128999176435173e-05
4289;1.121199966291897e-05
4290;1.1157000699313357e-05
4291;1.1617001291597262e-05
4292;1.1340998753439635e-05
4293;1.0679999832063913e-05
4294;1.053600135492161e-05
4295;1.2031003279844299e-05
4296;1.1083997378591448e-05
4297;1.037900074152276e-05
4298;1.1105003068223596e-05
4299;1.101899761124514e-05
4300;1.079600042430684e-05
4301;1.135400088969618e-05
4302;1.0357998689869419e-05
4303;1.1181000445503742e-05
4304;1.107299976865761e-05
4305;1.0990999726345763e-05
4306;1.1257998266955838e-05
4307;2.256199877592735e-05
4308;1.385200084769167e-05
4309;1.2627999240066856e-05
4310;1.2126998626627028e-05
4311;1.160999818239361e-05
4312;1.1619998986134306e-05
4313;1.1531999916769564e-05
4314;1.077599881682545e-05
4315;1.1935000657103956e-05
4316;1.1120999261038378e-05
4317;1.0807001672219485e-05
4318;1.1236999853281304e-05
4319;1.0859999747481197e-05
4320;1.0770003427751362e-05
4321;1.0826999641722068e-05
4322;1.1742999049602076e-05
4323;1.1316999007249251e-05
4324;1.0992000170517713e-05
4325;9.794999641599134e-06
4326;1.138800143962726e-05
4327;1.01529985840898e-05
4328;1.138700099545531e-05
4329;1.0371000826125965e-05
4330;1.1103998986072838e-05
4331;1.0960000508930534e-05
4332;1.0014002327807248e-05
4333;1.0042000212706625e-05
4334;9.73599890130572e-06
4335;1.1010000889655203e-05
4336;1.1280000762781128e-05
4337;1.0793002729769796e-05
4338;9.847997716860846e-06
4339;1.0772000678116456e-05
4340;1.1284999345662072e-05
4341;1.0767998901428655e-05
4342;1.1875999916810542e-05
4343;1.0141000529984012e-05
4344;1.1413001629989594e-05
4345;1.120999877457507e-05
4346;1.0982999810948968e-05
4347;1.0990999726345763e-05
4348;1.1222997272852808e-05
4349;1.0813997505465522e-05
4350;1.022200012812391e-05
4351;9.741997928358614e-06
4352;1.0698000551201403e-05
4353;1.0750001820269972e-05
4354;1.0804000339703634e-05
4355;1.0690000635804608e-05
4356;1.0730000212788582e-05
4357;1.0568001016508788e-05
4358;1.1119998816866428e-05
4359;1.0231000487692654e-05
4360;1.7689999367576092e-05
4361;1.0561998351477087e-05
4362;1.067700213752687e-05
4363;1.032599902828224e-05
4364;1.0439001925988123e-05
4365;1.0094998287968338e-05
4366;1.1315001756884158e-05
4367;1.0073999874293804e-05
4368;1.0995998309226707e-05
4369;1.138600055128336e-05
4370;9.997998859034851e-06
4371;9.865998435998335e-06
4372;1.1242998880334198e-05
4373;1.0435000149300322e-05
4374;1.0685002052923664e-05
4375;1.1045001883758232e-05
4376;1.0895000741584226e-05
4377;1.032699947245419e-05
4378;1.0312996892025694e-05
4379;1.1394997272873297e-05
4380;1.0964999091811478e-05
4381;6.549099998665042e-05
4382;1.1066000297432765e-05
4383;1.0807998478412628e-05
4384;2.0569998014252633e-05
4385;9.716000931803137e-06
4386;9.77300078375265e-06
4387;9.584000508766621e-06
4388;9.290000889450312e-06
4389;1.0215000656899065e-05
4390;1.0475003364263102e-05
4391;9.941002645064145e-06
4392;9.290000889450312e-06
4393;9.376999514643103e-06
4394;9.30099849938415e-06
4395;8.772000001044944e-06
4396;9.553998097544536e-06
4397;9.862000297289342e-06
4398;9.988001693272963e-06
4399;9.390998457092792e-06
4400;1.0138999641640112e-05
4401;9.448998753214255e-06
4402;9.497998689766973e-06
4403;1.022500146063976e-05
4404;1.0009000106947497e-05
4405;9.778003004612401e-06
4406;1.6306999896187335e-05
4407;9.840998245636001e-06
4408;9.939998562913388e-06
4409;9.116000001085922e-06
4410;8.881997928256169e-06
4411;9.622999641578645e-06
4412;1.0204003046965227e-05
4413;9.945997589966282e-06
4414;9.59499811870046e-06
4415;9.415998647455126e-06
4416;8.956001693150029e-06
4417;8.808001439319924e-06
4418;9.47800072026439e-06
4419;8.742998033994809e-06
4420;9.625997336115688e-06
4421;9.228999260812998e-06
4422;9.371000487590209e-06
4423;9.954001143341884e-06
4424;9.103001502808183e-06
4425;1.0013001883635297e-05
4426;8.636001439299434e-06
4427;8.799001079751179e-06
4428;8.891001925803721e-06
4429;9.714000043459237e-06
4430;9.756997314980254e-06
4431;9.759998647496104e-06
4432;9.28599911276251e-06
4433;8.907998562790453e-06
4434;9.175000741379336e-06
4435;9.06500281416811e-06
4436;9.973999112844467e-06
4437;9.758998203324154e-06
4438;1.1318999895593151e-05
4439;9.65300205280073e-06
4440;8.88399881660007e-06
4441;8.519000402884558e-06
4442;8.361999789485708e-06
4443;8.958999387687072e-06
4444;8.74900069902651e-06
4445;8.389000868191943e-06
4446;8.258000889327377e-06
4447;9.252999007003382e-06
4448;9.215000318363309e-06
4449;8.560000424040481e-06
4450;8.538998372387141e-06
4451;8.27899930300191e-06
4452;8.283001079689711e-06
4453;8.619997970527038e-06
4454;8.92600291990675e-06
4455;9.20200182008557e-06
4456;8.507999154971913e-06
4457;9.102001058636233e-06
4458;9.028997737914324e-06
4459;8.861999958753586e-06
4460;8.567003533244133e-06
4461;8.85199915501289e-06
4462;9.502000466454774e-06
4463;8.73200042406097e-06
4464;8.228998922277242e-06
4465;9.116000001085922e-06
4466;8.10399797046557e-06
4467;9.489998774370179e-06
4468;8.236998837674037e-06
4469;8.482998964609578e-06
4470;8.73099997988902e-06
4471;8.898001397028565e-06
4472;9.22000253922306e-06
4473;8.320999768329784e-06
4474;8.431001333519816e-06
4475;8.300001354655251e-06
4476;8.029001037357375e-06
4477;8.568000339437276e-06
4478;9.018000127980486e-06
4479;8.521998097421601e-06
4480;9.015002433443442e-06
4481;9.00399754755199e-06
4482;3.9446000300813466e-05
4483;1.751200034050271e-05
4484;1.5984001947799698e-05
4485;1.503100065747276e-05
4486;1.2934000551467761e-05
4487;1.1697000445565209e-05
4488;1.2431999493855983e-05
4489;1.0994997865054756e-05
4490;1.0774001566460356e-05
4491;1.0517000191612169e-05
4492;1.036100002238527e-05
4493;1.0179999662796035e-05
4494;9.667997801443562e-06
4495;9.660001524025574e-06
4496;1.9257000531069934e-05
4497;1.0289000783814117e-05
4498;9.726001735543832e-06
4499;9.862000297289342e-06
4500;9.919000149238855e-06
4501;9.709001460578293e-06
4502;9.552997653372586e-06
4503;9.666000551078469e-06
4504;9.49300010688603e-06
4505;8.951999916462228e-06
4506;9.18200021260418e-06
4507;9.696999768493697e-06
4508;9.720999514684081e-06
4509;9.20200182008557e-06
4510;9.28199733607471e-06
4511;9.020001016324386e-06
4512;9.405001037521288e-06
4513;9.280000085709617e-06
4514;1.1840998922707513e-05
4515;1.0865998774534091e-05
4516;9.919996955431998e-06
4517;8.87100031832233e-06
4518;9.202998626278713e-06
4519;8.827002602629364e-06
4520;9.104998753173277e-06
4521;8.859999070409685e-06
4522;9.636998584028333e-06
4523;8.784998499322683e-06
4524;9.273997420677915e-06
4525;8.950999472290277e-06
4526;9.6180010586977e-06
4527;8.611998055130243e-06
4528;8.949999028118327e-06
4529;8.757000614423305e-06
4530;8.657996659167111e-06
4531;1.0113999451277778e-05
4532;1.0248000762658194e-05
4533;9.096998837776482e-06
4534;9.350998880108818e-06
4535;9.850999049376696e-06
4536;9.944997145794332e-06
4537;9.686998964753002e-06
4538;9.958999726222828e-06
4539;9.540999599266797e-06
4540;9.332001354778185e-06
4541;7.140500019886531e-05
4542;1.2365002476144582e-05
4543;1.017199974739924e-05
4544;1.0540999937802553e-05
4545;1.0102001397171989e-05
4546;9.707000572234392e-06
4547;8.217000868171453e-06
4548;8.112001523841172e-06
4549;8.372000593226403e-06
4550;9.118000889429823e-06
4551;8.693001291248947e-06
4552;8.803999662632123e-06
4553;8.679999154992402e-06
4554;9.029998182086274e-06
4555;8.556002285331488e-06
4556;8.236998837674037e-06
4557;8.410999726038426e-06
4558;9.253002644982189e-06
4559;7.916998583823442e-06
4560;9.161001798929647e-06
4561;8.654998964630067e-06
4562;8.333998266607523e-06
4563;8.59200008562766e-06
4564;8.980998245533556e-06
4565;8.524999429937452e-06
4566;8.368999260710552e-06
4567;9.797000529943034e-06
4568;9.187999239657074e-06
4569;9.432998922420666e-06
4570;9.080999006982893e-06
4571;9.49800232774578e-06
4572;1.5363999409601092e-05
4573;8.991999493446201e-06
4574;9.434999810764566e-06
4575;9.583000064594671e-06
4576;8.922997949412093e-06
4577;1.5232999430736527e-05
4578;9.604998922441155e-06
4579;9.35600110096857e-06
4580;8.844999683788046e-06
4581;9.282000974053517e-06
4582;9.000999853014946e-06
4583;9.211002179654315e-06
