Parsing time	Functional matching time	Corpus time	Semantic matching time	Syntactic matching time	Ordering time	QoS matching time	SP matching time	Total matching time
0,002506775	23,80040372	0,506034729	21,32528564	1,924216989	0,001788967	0,110981546	0,031191346	23,96444769
0,001793645	6,144703737	0,01521924	4,262808931	1,824094928	0,000572488	0,008315673	0,002556333	6,175614908
0,001746935	23,74910875	0,016323264	21,369982	2,315010179	0,002738285	0,133205956	0,053585659	23,97020833
0,005147983	16,23140573	0,046154914	13,92615129	2,190372675	0,00246332	0,09770489	0,02489613	16,39507311
0,001810038	36,36542964	0,014510506	34,30225887	2,004539267	0,00131769	0,031043757	0,009514346	36,42598546
0,0019782	22,81254937	0,015310223	20,65872959	2,093577942	0,001256371	0,020469182	0,01028206	22,87371453
0,002015364	24,38653117	0,017964528	21,90487712	2,417404869	0,000854396	0,00484878	0,003349322	24,40708598
0,001667347	5,543433275	0,014514603	3,694467044	1,790513203	0,001171232	0,037793052	0,010355026	5,610616174
0,002434553	24,37795121	0,015046932	22,39150456	1,925876521	0,002200606	0,055288114	0,02327516	24,50076896
0,00216302	23,99224354	0,014189034	22,02109161	1,913396047	0,00099941	0,013845034	0,005055393	24,04887792
0,002522954	5,90192606	0,014949316	4,08390016	1,758938104	0,001472658	0,027025729	0,013375459	5,969531372
0,00206167	35,20070517	0,013819998	33,24469969	1,898748808	0,000866059	0,015113499	0,003786997	35,25310273
0,002533817	36,41817953	0,014069441	34,31450581	2,045664253	0,001617578	0,05983355	0,018956157	36,53607839
0,00309571	16,92678929	0,013728909	14,9435364	1,924261767	0,002139079	0,037372046	0,016707051	17,01613782
0,002005695	11,7316127	0,014419811	9,804845976	1,867872237	0,001929895	0,051368614	0,017289731	11,8357266
0,001707683	7,828916895	0,014792482	5,866920278	1,903969442	0,001155062	0,010246806	0,00800327	7,874466632
0,002086894	17,98390209	0,014776724	16,06770481	1,858195192	0,001211565	0,034104608	0,013254844	18,05333922
0,002305737	26,32377341	0,014524734	24,31031412	1,95309778	0,001708026	0,019634062	0,012528682	26,39050675
0,001622844	34,05233631	0,014768073	31,83068659	2,153864843	0,002359187	0,079109767	0,0277963	34,1976754
0,002868129	23,01103262	0,013957296	21,10130791	1,851352376	0,001360654	0,035912554	0,015827185	23,08885984
0,001603467	10,35594683	0,014727518	8,454318809	1,843081216	0,001699233	0,022813562	0,010574854	10,42157803
0,002087457	34,27398595	0,014055949	32,24981918	1,966582964	0,001589148	0,041763228	0,012799597	34,35893826
0,00157953	12,25331999	0,01426596	10,28012007	1,915268798	0,00176006	0,063551821	0,018393923	12,36771317
0,001910161	38,20293577	0,014724117	36,20120816	1,941693145	0,002010078	0,061426583	0,024335027	38,33740685
0,001792317	8,214836154	0,012745252	6,833286037	1,338792262	0,001434122	0,026756928	0,013322252	8,27547763
0,001530211	17,70180645	0,012751741	16,27790275	1,381348767	0,001213873	0,017406751	0,012573728	17,77346337
0,002083989	22,99578356	0,012136153	21,52715132	1,426097699	0,001398696	0,021070009	0,015962471	23,05432202
0,001919536	3,19428953	0,012415867	1,851999407	1,300756917	0,000771926	0,0176335	0,00697129	3,240913259
0,001933586	24,26373193	0,012017663	22,75127304	1,469194226	0,000767451	0,005020892	0,004917133	24,28797155
0,001356247	23,06134828	0,011906362	21,5706839	1,447353777	0,00230594	0,052157264	0,026953883	23,17607
0,001493026	24,59200634	0,012276102	23,0981262	1,452071296	0,000604787	0,00427959	0,002082074	24,60748716
0,001432715	8,090470546	0,01220537	6,632144973	1,415182704	0,001906861	0,033240927	0,017698981	8,172319236
0,002154235	12,74035884	0,018127941	11,31452106	1,377725266	0,000758583	0,007472521	0,00415484	12,76440128
0,001633362	4,449161466	0,012499802	3,082561952	1,324288988	0,001057338	0,00967604	0,005652399	4,483620782
0,00189663	14,49548865	0,012449306	13,05267618	1,400902038	0,000866701	0,020918168	0,007713486	14,54224267
0,001416713	10,63390384	0,012761666	9,180185529	1,409759551	0,001261896	0,026133163	0,013184496	10,70160817
0,001280918	8,647719442	0,012704482	7,261844824	1,343041038	0,001188874	0,031449675	0,012144719	8,712366665
0,001352012	13,21589685	0,012415978	11,76454611	1,408857252	0,001322421	0,024368125	0,011737844	13,27438252
0,001690759	7,204353697	0,011991517	5,809919117	1,353112209	0,001194543	0,017899644	0,009157827	7,251431817
0,001977432	12,37956725	0,011893813	10,91230531	1,424234608	0,001599141	0,035201424	0,017459953	12,4739383
0,001563821	16,45561506	0,012347978	15,00062813	1,412683416	0,001393782	0,025210059	0,015467278	16,5241478
0,001364337	3,46714177	0,01214031	2,116703131	1,308399125	0,00053143	0,002532739	0,00140731	3,482973991
0,001291711	16,44095936	0,012546288	14,96409597	1,435017537	0,000758406	0,009202548	0,005569261	16,48069053
0,001367818	16,81349381	0,012464792	15,33964148	1,432116851	0,000617145	0,006193592	0,003651506	16,88482619
0,001441471	8,998127437	0,01190008	7,56207938	1,392592035	0,001662756	0,031093047	0,018082264	9,075214954
0,001370437	17,92580057	0,012160833	16,50039305	1,383786676	0,000721106	0,009203202	0,005496812	17,96356724
0,001635517	25,1619176	0,01271245	23,58170171	1,537647993	0,00062433	0,006487183	0,003219001	25,1856667
0,001496428	24,81161969	0,012162118	23,3168362	1,451458732	0,001954589	0,03944637	0,020951723	24,90344683
0,001469369	12,54176715	0,012043636	11,08341389	1,416562606	0,000717012	0,008430076	0,00355725	12,56313205
0,00178562	3,178013051	0,011617655	1,84801517	1,288957026	0,000533882	0,009386181	0,00371909	3,204938703
0,002113528	10,32224314	0,012359441	8,847357451	1,4326148	0,000942518	0,013662462	0,008771381	10,36160515
0,001320902	17,626801	0,012297292	16,21110137	1,374299068	0,000521341	0,004023817	0,002320245	17,66832853
0,001366792	17,73231886	0,0125319	16,3022294	1,388215651	0,000616897	0,003958945	0,002471725	17,75535255
0,001355496	9,388536131	0,011794528	7,930200525	1,416988905	0,000766026	0,008076352	0,005356934	9,455166642
0,001732188	3,749498054	0,012795102	2,375628735	1,33207581	0,000495578	0,008271964	0,003255548	3,7742912
0,001715382	16,8427943	0,01173943	15,37455561	1,426737088	0,001359811	0,021243946	0,011900231	16,90529394
0,001486286	16,58565406	0,012021474	15,1121711	1,431224989	0,000857321	0,009607761	0,006678371	16,62236479
0,001314001	10,26725393	0,012359814	8,742284267	1,479967062	0,001305446	0,019853212	0,013146287	10,32304353
0,001958134	17,23016563	0,012248249	15,69009816	1,495604327	0,001564715	0,024864196	0,013785631	17,30110026
0,001336369	13,44212578	0,013207789	11,9695474	1,429192285	0,000961176	0,01401736	0,007550687	13,47700843
0,001543277	23,04208445	0,011572061	21,66608354	1,335087712	0,000696854	0,012517877	0,005621464	23,08241499
0,001408045	24,70472286	0,012326185	23,21375949	1,448256239	0,001481832	0,024530479	0,012523392	24,77691713
0,001458481	13,22250782	0,012176016	11,75313057	1,425971677	0,000945026	0,013607115	0,00792055	13,26879561
0,001377691	3,799094953	0,012173688	2,427767439	1,329798784	0,000506877	0,002753871	0,001366115	3,815251809
0,001342298	25,27607852	0,012172035	23,76510078	1,467293469	0,001666419	0,031742416	0,017306799	25,35665861
0,001718092	22,11638847	0,012426472	20,63360903	1,440938172	0,000462055	0,007028618	0,003037561	22,13457199
0,001921321	18,35112662	0,0120175	16,87440766	1,434448531	0,001751448	0,031010775	0,017299922	18,43762842
0,001466387	23,4965868	0,012387807	22,05258408	1,401309239	0,001163884	0,026783535	0,00874418	23,55950723
0,001312461	22,82075618	0,011977755	21,4500531	1,329430961	0,000980872	0,014201545	0,009144306	22,86914149
0,001293312	12,49279708	0,013954457	11,00130099	1,44661694	0,001030224	0,016479714	0,009072056	12,53792868
