Parsing time	Functional matching time	Corpus time	Semantic matching time	Syntactic matching time	Ordering time	QoS matching time	SP matching time	Total matching time
0,002353068	15,77224989	0,007144266	14,73793151	0,916486513	0,013973667	0,030732059	0,010535747	15,82512779
0,00223338	15,98057437	0,006941909	14,92906445	0,931534887	0,014252452	0,016774064	0,006967807	16,01884081
0,001621264	9,797423065	0,007228838	8,743971342	0,934790239	0,013796711	0,016944168	0,003136034	9,825841155
0,001642236	5,698774013	0,007047792	4,657986944	0,913517346	0,019433609	0,062582219	0,013432365	5,789961632
0,001665637	3,439444935	0,007347158	2,235233414	1,004482263	0,037614099	0,07645432	0,019432249	3,572111942
0,004721963	11,75183331	0,01797068	10,5159645	1,088514223	0,014135824	0,043837987	0,013136786	11,83098929
0,001678937	6,1449915	0,007678436	5,016338481	0,999565038	0,016834134	0,004961797	0,003096992	6,163885043
0,001833864	12,1187236	0,00838973	11,03222758	0,966035773	0,013956758	0,010467001	0,003325005	12,14167706
0,002081312	8,196131558	0,007029671	7,134825501	0,942123047	0,014529212	0,080089436	0,022215278	8,337556056
0,001953437	15,80189789	0,007520618	14,72847111	0,953039699	0,014187708	0,037221649	0,016406281	15,886054
0,002086539	11,55116829	0,00691754	10,45489762	0,976929965	0,014276598	0,016783752	0,009718686	11,6011671
0,002345222	15,74708985	0,007055563	14,71880868	0,913190644	0,013743736	0,00497242	0,003711538	15,76806635
0,001852668	17,21743862	0,007265186	16,12597585	0,970746702	0,01441466	0,031901142	0,010960082	17,28393148
0,002524421	11,45770265	0,007180307	10,37422999	0,962030949	0,014019284	0,004190982	0,003344413	11,47781937
0,001708587	17,1399588	0,007232399	16,0498138	0,967801191	0,015284514	0,042484101	0,017068939	17,22755473
0,001703454	8,846754177	0,007459504	7,767207482	0,958838676	0,014775698	0,024439601	0,009710986	8,903558506
0,002103305	11,69731604	0,007244587	10,61356952	0,962957609	0,014007193	0,006312719	0,00499798	11,72291751
0,0020373	6,838617967	0,007139896	5,651303933	1,068845479	0,013797676	0,015624074	0,006399541	6,875819004
0,001908006	15,60835123	0,007528621	14,5815482	0,909261468	0,013924679	0,004843595	0,003156902	15,62824831
0,002232375	16,61984191	0,007690871	15,54774796	0,952035261	0,014589945	0,004894451	0,00433397	16,64334275
0,002276884	9,833100908	0,007049263	8,810339339	0,905058303	0,013747711	0,003459309	0,002426992	9,848193372
0,001899107	16,88229301	0,007513578	15,73210456	0,951132293	0,015058583	0,015867823	0,010838071	16,93598783
0,002162771	10,24337792	0,007399253	9,202581392	0,922508562	0,014208209	0,029737832	0,012365922	10,30144485
0,003187134	9,955285999	0,014985295	8,871010919	0,952390809	0,014438967	0,004476786	0,003081812	9,974040647
0,001721524	16,46300409	0,007568964	15,40903848	0,929543427	0,014403311	0,011076225	0,008542236	16,50315002
0,002403626	17,33088232	0,007459589	16,19542066	0,966058801	0,014609107	0,016713099	0,008770016	17,37749679
0,002085323	17,26497368	0,007539706	16,18011904	0,966336603	0,013951939	0,008245294	0,00440197	17,29135402
0,002638373	5,622320713	0,007213989	4,550207478	0,951107815	0,01420434	0,018070944	0,007128464	5,667822476
0,002813246	12,87729254	0,007126964	11,5585469	1,153928018	0,014797552	0,003514893	0,002824025	12,89335995
0,002040226	10,26560397	0,007096685	9,212343757	0,932914278	0,013905981	0,00445708	0,003155066	10,28353056
0,001773061	16,29959093	0,007192213	15,20068315	0,978303313	0,014254888	0,020056554	0,011355082	16,36712583
0,001886279	17,24566132	0,007092109	16,15157541	0,971299538	0,015137908	0,043002294	0,015782226	17,33270943
0,00179111	11,46212642	0,007441875	10,39255819	0,948254862	0,014537081	0,01426272	0,006439927	11,50491472
0,002094209	17,24592758	0,007232428	16,15119768	0,974118465	0,015112396	0,024621921	0,015777026	17,31757063
0,001756018	10,53126133	0,007539714	9,486686821	0,925106555	0,014116349	0,012118432	0,008471976	10,56746109
0,001628877	11,99488782	0,007133248	10,96374395	0,914505416	0,013669652	0,004169306	0,003042217	12,02169447
0,001659484	6,243745817	0,007317473	5,190550401	0,931651251	0,014687538	0,015823102	0,010419281	6,29674974
0,002047566	17,10591658	0,007086214	16,01039269	0,974790804	0,014548685	0,015819634	0,010977924	17,15701717
0,001716128	8,828963875	0,007813063	7,728488957	0,981937087	0,013991534	0,006817878	0,005133386	8,853067721
0,001606187	3,43033614	0,007082665	2,400806599	0,912758855	0,014017209	0,008118255	0,007672248	3,463040998
0,001586301	5,231952776	0,008275203	4,041096939	1,028005812	0,014083773	0,009527147	0,006909416	5,279443093
0,002363134	5,704122966	0,007356293	4,653515054	0,930779713	0,013546695	0,004556259	0,003584349	5,724828973
0,001867535	6,23214182	0,00735187	5,18039176	0,929578002	0,013915211	0,018738085	0,007525598	6,276277285
0,001616915	2,995112912	0,007290021	1,9714908	0,905130596	0,014118534	0,009241946	0,003937347	3,027807471
0,001922872	6,10760057	0,007506666	5,052676071	0,930881978	0,014675016	0,015289249	0,007231112	6,161098616
0,001860341	16,64121389	0,007342453	15,45563293	1,02064116	0,013712377	0,003671624	0,002772508	16,65623956
0,001666037	16,906033	0,007279579	15,82211506	0,963119588	0,014002575	0,004872677	0,00331502	16,93581311
0,004248969	17,4404511	0,007662223	16,24662608	1,073771191	0,013572254	0,004024381	0,002552864	17,46900934
0,001732633	6,373667703	0,00754009	5,322188168	0,929630144	0,01450369	0,011630352	0,007941562	6,409211693
0,002017742	11,23076789	0,007421226	10,1304226	0,977095319	0,015332758	0,01807582	0,013630719	11,29497076
0,001830084	9,832184194	0,007769739	8,7707314	0,940942907	0,014201061	0,004687822	0,004267161	9,852720539
0,002215267	8,75587194	0,00701204	7,680994927	0,954157024	0,013834506	0,00684209	0,004876442	8,792024475
0,00208525	5,910512818	0,007305135	4,877907872	0,914121572	0,013894827	0,009055055	0,006358289	5,94166779
0,001881185	8,193426335	0,007133885	7,123641394	0,950236231	0,01478749	0,022683404	0,013217799	8,260857357
0,001941445	15,47844497	0,007232924	14,41300257	0,945889134	0,013920406	0,009138317	0,006920609	15,5292354
0,001650789	11,78138274	0,007161537	10,70173884	0,958769588	0,014460538	0,011775214	0,006416271	11,8238198
0,001920106	10,91100316	0,00698906	9,826954232	0,965395684	0,014373295	0,017771129	0,010265653	10,95975771
0,001993042	5,875344955	0,007096029	4,840441286	0,916966832	0,013738539	0,005515159	0,002903043	5,91287786
0,001596395	7,443061924	0,007223254	6,097831088	1,142280023	0,014387695	0,019226128	0,012748629	7,501720533
0,002015478	11,8160136	0,007459103	10,73403284	0,961487219	0,014243835	0,004047557	0,002848988	11,83405784
0,001584146	11,10201421	0,007195921	10,05463748	0,928614711	0,014497231	0,003492436	0,002433682	11,11650605
0,002343975	13,26670693	0,007081928	12,15270417	0,996345947	0,014286693	0,007691188	0,005687968	13,30181233
0,001699291	6,723504915	0,007539712	5,659646179	0,944250025	0,014683308	0,016200433	0,009325605	6,769509144
0,001684008	11,69531207	0,00736277	10,62794716	0,948989933	0,014073148	0,011179881	0,00790663	11,74055998
0,001682412	13,31494	0,007121821	12,21487132	0,97646868	0,014974792	0,026983962	0,015504843	13,3960561
0,001824785	11,36946514	0,007230443	10,29693038	0,949079016	0,014417672	0,007250311	0,00519583	11,40388953
0,00243914	18,6151707	0,007667999	17,4745218	1,019434751	0,014328437	0,014239701	0,010245919	18,65728288
0,002012886	8,556621691	0,007364943	7,482328816	0,951922588	0,014611849	0,007378358	0,003680296	8,581085676
0,001860812	2,146494292	0,007516815	1,155153764	0,873302169	0,014027521	0,011989351	0,004728098	2,180336932
0,001952291	3,045432998	0,007280114	2,034479339	0,889709766	0,016599871	0,007757073	0,006087241	3,073672444
0,001613614	5,50688856	0,007270066	4,45061577	0,93626186	0,014584464	0,018664995	0,012903117	5,567431053
0,002237545	6,860388764	0,007085398	5,784641656	0,955451043	0,014727483	0,012705109	0,00620101	6,894189363
0,001738359	8,904415343	0,00762137	7,843646333	0,93926419	0,014666458	0,018658387	0,009935241	8,981059524
