Discovery and Parsing time	Parsing time	Ontology instantiation time	Triples numbers		Initial execution	18,34048353	1118
27,57710155	0,029266677	0,054566717	14653				
27,6834117	0,033329844	0,050808591	14705				
27,78479801	0,027774139	0,052097845	14753				
27,88504521	0,027974926	0,0506608	14797				
27,98096052	0,027622223	0,047858737	14845				
28,07857628	0,02857055	0,048075178	14886				
28,17571635	0,027457411	0,048137737	14930				
28,27692656	0,027635601	0,051917711	14974				
28,39839744	0,0280398	0,071696458	15022				
28,50247897	0,027779397	0,055088166	15070				
28,6047309	0,027845294	0,052585663	15114				
28,7062861	0,027913839	0,051433523	15159				
28,80762271	0,029995007	0,049642307	15203				
28,90972005	0,030845435	0,050215149	15251				
29,0113314	0,028709697	0,051482195	15296				
29,12967535	0,029580196	0,06689904	15341				
29,23500081	0,032623272	0,051562399	15389				
29,33830393	0,029171608	0,050904216	15441				
29,43717826	0,028201137	0,049038515	15481				
29,54278443	0,028367134	0,055138014	15529				
29,6481117	0,028106952	0,055801907	15577				
29,75167732	0,028211949	0,053178068	15625				
29,85104831	0,027467013	0,051357815	15673				
29,95246444	0,031176761	0,048385001	15714				
30,05280264	0,027576991	0,051646908	15762				
30,15174103	0,027855205	0,05033826	15810				
30,25884747	0,029052311	0,056334023	15858				
30,36155711	0,027025133	0,054040229	15902				
30,46077729	0,028478222	0,049320091	15946				
30,55778003	0,027092331	0,048701875	15990				
30,66105739	0,027140839	0,055519045	16038				
30,76702809	0,027293917	0,057260058	16086				
30,87079937	0,027706913	0,055038077	16134				
30,96838148	0,027453571	0,048630686	16178				
31,07882036	0,031382366	0,056568587	16226				
31,18328957	0,027326447	0,054953566	16274				
31,28621136	0,029051811	0,051778967	16322				
31,40214572	0,027767163	0,066403601	16363				
31,50187919	0,027957066	0,05052766	16408				
31,60396758	0,028337819	0,051878967	16456				
31,70510858	0,028346231	0,051827348	16500				
31,80858842	0,028189676	0,053995449	16544				
31,913074	0,02748496	0,052098078	16588				
32,01645743	0,028481702	0,052654574	16632				
32,12026908	0,027014007	0,054935472	16680				
32,22798999	0,031739288	0,054243099	16720				
32,33232933	0,02854826	0,054133736	16768				
32,43635197	0,028752372	0,053700146	16813				
32,53670294	0,02835864	0,050559519	16858				
32,64019733	0,027960746	0,053204115	16902				
32,74571165	0,029574312	0,054289612	16950				
32,84921372	0,027934161	0,05350218	16998				
32,95460725	0,028151523	0,054742326	17043				
33,05811176	0,029649514	0,052031239	17091				
33,16306482	0,029029801	0,051964272	17140				
33,27353041	0,035267208	0,05194318	17188				
33,37719422	0,031732984	0,049380433	17232				
33,48665419	0,033330102	0,053642551	17276				
33,59910284	0,029145109	0,061145892	17321				
33,70010779	0,029261387	0,049879826	17369				
33,80361944	0,028432509	0,052536917	17417				
33,90880436	0,030581493	0,049627254	17461				
34,01168379	0,029798639	0,048986611	17506				
34,13054512	0,029299285	0,062602858	17554				
34,2372049	0,027913967	0,056380626	17602				
34,33827739	0,029269728	0,049860852	17646				
34,44627598	0,029607076	0,054646819	17694				
34,61374981	0,09289704	0,050819476	17738				
34,72305431	0,033260847	0,05304163	17783				
34,83142085	0,027518577	0,056866065	17831				
34,94054534	0,026502993	0,060055808	17879				
35,03871938	0,027737497	0,048648331	17924				
35,14114579	0,027767521	0,05288388	17972				
35,25935517	0,029035171	0,068410259	18020				
35,36115974	0,027043532	0,050883793	18068				
35,46731692	0,028077215	0,055810566	18112				
35,5705801	0,028308432	0,052884519	18160				
35,66979334	0,027012458	0,050939479	18205				
35,77484609	0,027496045	0,055620708	18250				
35,88148803	0,030354591	0,053445275	18294				
35,98722597	0,029730862	0,053131825	18342				
36,09139347	0,027434226	0,054501228	18390				
36,19184667	0,027790596	0,050694831	18434				
36,29752168	0,028329382	0,054787479	18478				
36,40445912	0,028857254	0,051303581	18526				
36,50728832	0,028610266	0,051908946	18571				
36,60842646	0,027142182	0,052434043	18619				
36,71405677	0,027565519	0,055938514	18663				
36,81816803	0,02770075	0,052584247	18708				
36,92094206	0,027321164	0,051606692	18756				
37,02789569	0,031371741	0,053375946	18804				
37,13168975	0,026835378	0,054673956	18848				
37,25269253	0,028584506	0,069787346	18893				
37,36046996	0,029898676	0,052753395	18938				
37,46603835	0,028049129	0,055194858	18978				
37,57658576	0,027007762	0,054733933	19026				
37,68152571	0,027304846	0,054552214	19074				
37,78748811	0,02920887	0,053721174	19111				
37,89831647	0,027960599	0,060063324	19159				
38,00816698	0,030057163	0,05588657	19207				
38,11691235	0,02976871	0,056329686	19255				
38,22471778	0,031466893	0,052918142	19299				
38,32884892	0,027258346	0,054246799	19343				
38,433202	0,027905053	0,052603448	19387				
38,54314019	0,028119132	0,058633628	19435				
38,64591194	0,027386318	0,052059559	19483				
38,75855528	0,030293413	0,059589593	19531				
38,86089571	0,026753451	0,053098083	19576				
38,96731341	0,029190216	0,052356657	19624				
39,08758267	0,028888254	0,06801956	19668				
39,19472345	0,028504496	0,055209848	19716				
39,30215236	0,028010807	0,055810386	19761				
39,41212471	0,031204339	0,055962693	19809				
39,5180143	0,029045631	0,053588883	19853				
39,62435797	0,02860255	0,054922004	19905				
39,73196262	0,028833667	0,051939313	19949				
39,8397686	0,028226003	0,056911781	19997				
39,9518888	0,032012992	0,055252659	20038				
40,05565958	0,027730855	0,053337997	20086				
40,15976284	0,0288834	0,052312595	20134				
40,27631547	0,029172604	0,057454824	20182				
40,38640842	0,029717687	0,056875105	20230				
40,49063001	0,028699733	0,052596276	20271				
40,60034072	0,030967427	0,054058695	20319				
40,71027083	0,029284056	0,053739554	20367				
40,8204896	0,029493446	0,053129606	20412				
40,92510349	0,027469068	0,053245351	20464				
41,03599844	0,030760657	0,054518056	20512				
41,1415409	0,027252875	0,055732437	20556				
41,24494278	0,028848431	0,052151171	20604				
41,34669129	0,028100752	0,0500546	20648				
41,44883375	0,026699376	0,053455394	20696				
41,55303787	0,028198773	0,052851652	20740				
41,65562283	0,027247871	0,05210512	20788				
41,77424546	0,036943457	0,051771001	20833				
41,87917673	0,027649319	0,050360445	20874				
41,98377225	0,027510543	0,053890922	20922				
42,08636902	0,028001321	0,051253165	20970				
42,19349107	0,027541829	0,055274171	21014				
42,29726516	0,028424626	0,051986792	21058				
42,40162711	0,028237355	0,053500974	21106				
42,50613856	0,027640526	0,053998627	21151				
42,61045254	0,0310519	0,050489879	21196				
42,71498229	0,02853749	0,053072797	21237				
42,82323077	0,028373413	0,054959935	21281				
42,93547117	0,031663584	0,050510474	21329				
43,03465511	0,027211741	0,049051048	21370				
43,14057637	0,028844947	0,052476413	21418				
43,2465623	0,028132424	0,0547629	21462				
43,34918795	0,02741572	0,052034811	21510				
43,45320428	0,027548951	0,052941219	21558				
43,56004563	0,027997369	0,054829278	21602				
43,6752015	0,027036866	0,053786045	21650				
43,78788665	0,030865846	0,057576088	21698				
43,90231006	0,028532538	0,062724977	21742				
44,0051573	0,027702115	0,048042499	21790				
44,11105152	0,030106326	0,051720865	21838				
44,21634676	0,027314721	0,054794962	21886				
44,32285947	0,028524193	0,054984145	21934				
44,4305128	0,026866452	0,058198459	21982				
44,53405274	0,027550129	0,052485451	22027				
44,6373964	0,027354597	0,052296593	22071				
44,74318569	0,029980029	0,052983625	22119				
44,85378008	0,027151905	0,059946439	22167				
44,96121821	0,028010255	0,056072384	22215				
45,07484349	0,028306599	0,056532386	22260				
45,18784777	0,02924541	0,055275817	22308				
45,30067212	0,029660928	0,059454305	22353				
45,40550119	0,02818222	0,052922043	22397				
45,51449409	0,031718508	0,053167629	22445				
45,62182382	0,027471148	0,055982576	22493				
45,72542405	0,028702213	0,05083901	22533				
45,83008379	0,027894852	0,052179499	22577				
45,93516841	0,027790981	0,052188811	22622				
46,04211373	0,028921286	0,054444944	22667				
46,15133464	0,02745566	0,054054336	22715				
46,2571705	0,027141526	0,053819509	22756				
46,36080916	0,026706836	0,053500512	22800				
46,47300141	0,031354962	0,056391986	22844				
46,57465382	0,027598428	0,050582342	22888				
46,68362597	0,029947227	0,052918443	22928				
46,78869073	0,02992315	0,051204826	22969				
46,89759063	0,029625585	0,055467649	23013				
47,00112301	0,029334484	0,049740134	23057				
47,1123466	0,028913497	0,057281592	23105				
47,21974672	0,028889992	0,051552627	23146				
47,33037226	0,02900998	0,057659175	23194				
47,4326134	0,029254173	0,048961717	23239				
47,54101264	0,030795216	0,05293035	23287				
47,64845327	0,029230961	0,053881341	23335				
