Number of individuals;String cleaning time
4670;9.288000001106411e-06
4671;9.395997039973736e-06
4672;8.855000487528741e-06
4673;9.44199928198941e-06
4674;8.909999451134354e-06
4675;8.844999683788046e-06
4676;9.260998922400177e-06
4677;1.0886000382015482e-05
4678;9.796000085771084e-06
4679;1.034299930324778e-05
4680;9.925999620463699e-06
4681;9.761002729646862e-06
4682;9.244999091606587e-06
4683;9.393999789608642e-06
4684;9.436000254936516e-06
4685;9.013998351292685e-06
4686;9.638999472372234e-06
4687;9.364997822558507e-06
4688;8.413000614382327e-06
4689;9.006002073874697e-06
4690;9.859002602752298e-06
4691;9.071998647414148e-06
4692;8.873001206666231e-06
4693;9.092000254895538e-06
4694;8.676001016283408e-06
4695;9.060997399501503e-06
4696;8.570001227781177e-06
4697;8.628998330095783e-06
4698;1.0244999430142343e-05
4699;9.589999535819516e-06
4700;9.055002010427415e-06
4701;1.1169002391397953e-05
4702;9.559000318404287e-06
4703;1.5644000086467713e-05
4704;8.809998689685017e-06
4705;8.339000487467274e-06
4706;8.33400190458633e-06
4707;8.072001946857199e-06
4708;8.810999133856967e-06
4709;8.743001671973616e-06
4710;9.368999599246308e-06
4711;8.621998858870938e-06
4712;9.212002623826265e-06
4713;9.71899862634018e-06
4714;9.47900116443634e-06
4715;8.62800152390264e-06
4716;9.216000762535259e-06
4717;9.845000022323802e-06
4718;9.293999028159305e-06
4719;9.030998626258224e-06
4720;9.912997484207153e-06
4721;9.00799932423979e-06
4722;1.0384999768575653e-05
4723;9.06100103748031e-06
4724;8.916998922359198e-06
4725;9.568000677973032e-06
4726;9.333001798950136e-06
4727;9.104998753173277e-06
4728;8.959999831859022e-06
4729;9.421000868314877e-06
4730;8.805996912997216e-06
4731;8.612998499302194e-06
4732;9.158000466413796e-06
4733;1.0015002771979198e-05
4734;8.711002010386437e-06
4735;9.544997737975791e-06
4736;8.955001248978078e-06
4737;8.597999112680554e-06
4738;8.382001396967098e-06
4739;8.918999810703099e-06
4740;8.691000402905047e-06
4741;8.868002623785287e-06
4742;9.707000572234392e-06
4743;9.341998520540074e-06
4744;9.316001523984596e-06
4745;9.602001227904111e-06
4746;8.479997632093728e-06
4747;9.159000910585746e-06
4748;9.621002391213551e-06
4749;8.933002391131595e-06
4750;9.209998097503558e-06
4751;9.829000191530213e-06
4752;9.234998287865892e-06
4753;8.679999154992402e-06
4754;8.648999937577173e-06
4755;9.592000424163416e-06
4756;8.593997335992754e-06
4757;8.90600131242536e-06
4758;9.381998097524047e-06
4759;8.551000064471737e-06
4760;9.096002031583339e-06
4761;9.157000022241846e-06
4762;8.951999916462228e-06
4763;9.155999578069896e-06
4764;9.275998309021816e-06
4765;1.2354001228231937e-05
4766;8.88700014911592e-06
4767;9.553001291351393e-06
4768;9.749997843755409e-06
4769;9.387000318383798e-06
4770;9.597002645023167e-06
4771;9.994000720325857e-06
4772;8.958002581493929e-06
4773;9.152998245554045e-06
4774;9.471998055232689e-06
4775;9.215000318363309e-06
4776;9.436000254936516e-06
4777;9.510000381851569e-06
4778;9.251001756638288e-06
4779;9.215000318363309e-06
4780;9.37500226427801e-06
4781;9.982999472413212e-06
4782;9.1479996626731e-06
4783;8.578997949371114e-06
4784;9.06400236999616e-06
4785;8.707000233698636e-06
4786;9.052000677911565e-06
4787;8.709001122042537e-06
4788;9.577001037541777e-06
4789;9.777999366633594e-06
4790;8.860999514581636e-06
4791;8.883002010406926e-06
4792;9.412997314939275e-06
4793;9.029001375893131e-06
4794;9.518997103441507e-06
4795;9.262999810744077e-06
4796;9.168001270154491e-06
4797;8.836999768391252e-06
4798;8.977000106824562e-06
4799;8.445000275969505e-06
4800;9.862997103482485e-06
4801;9.578001481713727e-06
4802;9.14699921850115e-06
4803;8.842001989251003e-06
4804;9.679999493528157e-06
4805;9.039998985826969e-06
4806;3.389999983482994e-05
4807;1.015199813991785e-05
4808;9.350998880108818e-06
4809;9.878000128082931e-06
4810;9.00899976841174e-06
4811;8.94300319487229e-06
4812;8.57399936649017e-06
4813;9.406998287886381e-06
4814;9.569001122144982e-06
4815;9.389001206727698e-06
4816;9.014998795464635e-06
4817;9.457999112783e-06
4818;9.9280005088076e-06
4819;1.0144001862499863e-05
4820;9.508999937679619e-06
4821;8.72799864737317e-06
4822;8.723000064492226e-06
4823;9.49300010688603e-06
4824;9.35700154514052e-06
4825;9.884002793114632e-06
4826;8.957998943515122e-06
4827;9.873001545201987e-06
4828;8.668997907079756e-06
4829;9.482002496952191e-06
4830;8.638999133836478e-06
4831;8.990999049274251e-06
4832;9.699000656837597e-06
4833;8.428000001003966e-06
4834;9.189003321807832e-06
4835;8.732997230254114e-06
4836;9.450999641558155e-06
4837;9.078998118638992e-06
4838;8.596998668508604e-06
4839;9.257000783691183e-06
4840;8.491999324178323e-06
4841;9.267998393625021e-06
4842;9.501000022282824e-06
4843;9.548999514663592e-06
4844;9.093000699067488e-06
4845;9.520001185592264e-06
4846;9.61499972618185e-06
4847;8.959999831859022e-06
4848;8.566999895265326e-06
4849;9.673000022303313e-06
4850;1.2978001905139536e-05
4851;1.0439001925988123e-05
4852;1.0087998816743493e-05
4853;8.69499854161404e-06
4854;9.213999874191359e-06
4855;9.191000572172925e-06
4856;9.431998478248715e-06
4857;9.387000318383798e-06
4858;9.256000339519233e-06
4859;9.778003004612401e-06
4860;8.994000381790102e-06
4861;9.226001566275954e-06
4862;1.0052997822640464e-05
4863;9.523999324301258e-06
4864;9.49500099522993e-06
4865;9.794999641599134e-06
4866;9.347000741399825e-06
4867;8.322000212501734e-06
4868;8.447997970506549e-06
4869;1.0288000339642167e-05
4870;1.0088999260915443e-05
4871;8.899998647393659e-06
4872;8.674000127939507e-06
4873;8.939001418184489e-06
4874;9.125000360654667e-06
4875;9.78800017037429e-06
4876;9.273000614484772e-06
4877;9.439001587452367e-06
4878;9.637999028200284e-06
4879;9.67100277193822e-06
4880;9.501000022282824e-06
4881;9.440002031624317e-06
4882;9.500996384304017e-06
4883;9.53200287767686e-06
4884;9.60000033956021e-06
4885;9.185998351313174e-06
4886;9.679002687335014e-06
4887;9.44099883781746e-06
4888;9.314000635640696e-06
4889;8.941999112721533e-06
4890;9.382998541695997e-06
4891;9.122999472310767e-06
4892;1.0138999641640112e-05
4893;9.266001143259928e-06
4894;8.561000868212432e-06
4895;9.644998499425128e-06
4896;9.418999979970977e-06
4897;9.899998985929415e-06
4898;9.743998816702515e-06
4899;9.483999747317284e-06
4900;9.330000466434285e-06
4901;9.57499651121907e-06
4902;8.863000402925536e-06
4903;9.690000297268853e-06
4904;9.103001502808183e-06
4905;9.341998520540074e-06
4906;8.304999937536195e-06
4907;9.219998901244253e-06
4908;9.818999387789518e-06
4909;9.618997864890844e-06
4910;9.139999747276306e-06
4911;9.404000593349338e-06
4912;9.087001672014594e-06
4913;9.179002518067136e-06
4914;9.28599911276251e-06
4915;9.732000762596726e-06
4916;9.422001312486827e-06
4917;8.700000762473792e-06
4918;1.0755000403150916e-05
4919;9.469000360695645e-06
4920;1.0402000043541193e-05
4921;1.0422001651022583e-05
4922;1.0899002518272027e-05
4923;1.0488998668733984e-05
4924;1.0458003089297563e-05
4925;1.0047002433566377e-05
4926;1.0894000297412276e-05
4927;1.0832998668774962e-05
4928;1.0130999726243317e-05
4929;9.702001989353448e-06
4930;8.969000191427767e-06
4931;9.211998985847458e-06
4932;9.718001820147038e-06
4933;9.388000762555748e-06
4934;9.486000635661185e-06
4935;8.9899986051023e-06
4936;9.406998287886381e-06
4937;1.1731997801689431e-05
4938;9.334999049315229e-06
4939;8.660001185489818e-06
4940;8.56899714563042e-06
4941;9.07800131244585e-06
4942;9.741997928358614e-06
4943;9.674000466475263e-06
4944;9.412997314939275e-06
4945;8.895000064512715e-06
4946;8.651997632114217e-06
4947;9.036000847117975e-06
4948;9.030001820065081e-06
4949;9.47700027609244e-06
4950;9.365001460537314e-06
4951;9.242001397069544e-06
4952;9.457002306589857e-06
4953;9.112998668570071e-06
4954;8.412000170210376e-06
4955;1.0339001164538786e-05
4956;1.0751999070635065e-05
4957;9.567000233801082e-06
4958;1.079800131265074e-05
4959;1.006599995889701e-05
4960;9.65300205280073e-06
4961;9.985000360757113e-06
4962;9.327999578090385e-06
4963;9.20000093174167e-06
4964;9.6180010586977e-06
4965;8.852999599184841e-06
4966;9.49700188357383e-06
4967;8.594997780164704e-06
4968;8.630999218439683e-06
4969;8.527000318281353e-06
4970;8.77000275067985e-06
4971;1.0129999282071367e-05
4972;8.971997885964811e-06
4973;9.433002560399473e-06
4974;1.005100057227537e-05
4975;8.688999514561146e-06
4976;9.245002729585394e-06
4977;8.647999493405223e-06
4978;5.130700083100237e-05
4979;9.91100023384206e-06
4980;8.966002496890724e-06
4981;9.385999874211848e-06
4982;9.569001122144982e-06
4983;8.324001100845635e-06
4984;9.782997949514538e-06
4985;8.338000043295324e-06
4986;8.531998901162297e-06
4987;8.877999789547175e-06
4988;9.200997737934813e-06
4989;8.546001481590793e-06
4990;9.539999155094847e-06
4991;9.639999916544184e-06
4992;9.193001460516825e-06
4993;9.17999932426028e-06
4994;9.242998203262687e-06
4995;9.197003237204626e-06
4996;9.327999578090385e-06
4997;9.242001397069544e-06
4998;9.784998837858438e-06
4999;8.88399881660007e-06
5000;8.468003215966746e-06
5001;9.20200182008557e-06
5002;9.108000085689127e-06
5003;9.342998964712024e-06
5004;9.375999070471153e-06
5005;9.136998414760455e-06
5006;9.186998795485124e-06
5007;9.049999789567664e-06
5008;9.400999260833487e-06
5009;8.384002285310999e-06
5010;8.589002391090617e-06
5011;9.515999408904463e-06
5012;1.0416999430162832e-05
5013;1.0453997674630955e-05
5014;9.389001206727698e-06
5015;9.466002666158602e-06
5016;9.565999789629132e-06
5017;8.802999218460172e-06
5018;9.087001672014594e-06
5019;9.678999049356207e-06
5020;9.030998626258224e-06
5021;9.483999747317284e-06
5022;1.019100091070868e-05
5023;1.2297001376282424e-05
5024;9.868999768514186e-06
5025;9.59699900704436e-06
5026;9.890001820167527e-06
5027;9.016999683808535e-06
5028;8.991999493446201e-06
5029;9.816998499445617e-06
5030;9.202998626278713e-06
5031;9.482002496952191e-06
5032;9.635998139856383e-06
5033;1.1064999853260815e-05
5034;9.005001629702747e-06
5035;8.425002306466922e-06
5036;9.191000572172925e-06
5037;8.723000064492226e-06
5038;8.480001270072535e-06
5039;8.445000275969505e-06
5040;8.338996849488467e-06
5041;8.425999112660065e-06
5042;8.324997907038778e-06
5043;8.654002158436924e-06
5044;8.934999641496688e-06
5045;8.282000635517761e-06
5046;9.18200021260418e-06
5047;1.987299765460193e-05
5048;1.7818001651903614e-05
5049;1.5419002011185512e-05
5050;1.2428998161340132e-05
5051;1.0784999176394194e-05
5052;1.1739000910893083e-05
5053;1.092000093194656e-05
5054;1.0140000085812062e-05
5055;9.840998245636001e-06
5056;9.278999641537666e-06
5057;9.225001122104004e-06
5058;1.0159001249121502e-05
5059;9.87199746305123e-06
5060;9.229999704984948e-06
5061;9.698000212665647e-06
5062;9.58099917625077e-06
5063;9.119998139794916e-06
5064;9.02800093172118e-06
5065;9.349998435936868e-06
5066;9.414998203283176e-06
5067;1.0163003025809303e-05
5068;9.375999070471153e-06
5069;9.110000974033028e-06
5070;9.485000191489235e-06
5071;9.208997653331608e-06
5072;9.291998139815405e-06
5073;9.621002391213551e-06
5074;8.712002454558387e-06
5075;9.381001291330904e-06
5076;9.59399767452851e-06
5077;8.948001777753234e-06
5078;9.655999747337773e-06
5079;9.57999873207882e-06
5080;9.437000699108467e-06
5081;8.519000402884558e-06
5082;8.618997526355088e-06
5083;9.843002771958709e-06
5084;1.0146999557036906e-05
5085;9.367999155074358e-06
5086;9.391998901264742e-06
5087;9.905998012982309e-06
5088;9.891002264339477e-06
5089;9.100000170292333e-06
5090;9.048002539202571e-06
5091;9.150000551017001e-06
5092;9.329000022262335e-06
5093;8.570001227781177e-06
5094;8.647999493405223e-06
5095;8.521998097421601e-06
5096;9.202998626278713e-06
5097;9.384999430039898e-06
5098;9.502997272647917e-06
5099;9.605002560419962e-06
5100;9.601000783732161e-06
5101;9.675000910647213e-06
5102;8.680999599164352e-06
5103;1.001099735731259e-05
5104;9.388000762555748e-06
5105;9.004001185530797e-06
5106;9.969000529963523e-06
5107;1.503300154581666e-05
5108;8.901002729544416e-06
5109;8.508999599143863e-06
5110;8.909999451134354e-06
5111;1.0355000995332375e-05
5112;9.211998985847458e-06
5113;9.070998203242198e-06
5114;8.527000318281353e-06
5115;8.686001820024103e-06
5116;9.313000191468745e-06
5117;9.004001185530797e-06
5118;8.866001735441387e-06
5119;9.365998266730458e-06
5120;9.062998287845403e-06
5121;8.751998393563554e-06
5122;9.675997716840357e-06
5123;9.28199733607471e-06
5124;8.847000572131947e-06
5125;8.710001566214487e-06
5126;8.616003469796851e-06
5127;9.521998435957357e-06
5128;9.56199801294133e-06
5129;9.742998372530565e-06
5130;9.543000487610698e-06
5131;1.7086000298149884e-05
5132;9.745999705046415e-06
5133;9.04099942999892e-06
5134;9.564999345457181e-06
5135;9.637999028200284e-06
5136;9.584000508766621e-06
5137;8.90600131242536e-06
5138;1.2430999049684033e-05
5139;8.88900103745982e-06
5140;9.938001312548295e-06
5141;1.1153999366797507e-05
5142;9.451003279536963e-06
5143;9.597002645023167e-06
5144;9.354000212624669e-06
5145;8.761999197304249e-06
5146;8.594997780164704e-06
5147;9.572002454660833e-06
5148;1.0043000656878576e-05
5149;1.0569998266873881e-05
5150;1.0310002835467458e-05
5151;1.1232998076593503e-05
5152;9.823001164477319e-06
5153;1.0020001354860142e-05
5154;9.860999853117391e-06
5155;9.847000910667703e-06
5156;8.701001206645742e-06
5157;9.104998753173277e-06
5158;9.629002306610346e-06
5159;1.0378997103543952e-05
5160;9.655999747337773e-06
5161;1.0580999514786527e-05
5162;9.603998478269204e-06
5163;8.982999133877456e-06
5164;9.748000593390316e-06
5165;9.581999620422721e-06
5166;9.261999366572127e-06
5167;9.73299756878987e-06
5168;9.266001143259928e-06
5169;9.720002708490938e-06
5170;9.952000254997984e-06
5171;9.36000287765637e-06
5172;9.543000487610698e-06
5173;8.983002771856263e-06
5174;9.490999218542129e-06
5175;9.457002306589857e-06
5176;9.349001629743725e-06
5177;8.688999514561146e-06
5178;8.9859968284145e-06
5179;9.936000424204394e-06
5180;1.3958000636193901e-05
5181;1.5591002011206e-05
5182;9.437000699108467e-06
5183;1.0087998816743493e-05
5184;1.0468000255059451e-05
5185;9.721003152662888e-06
5186;8.90700175659731e-06
5187;9.584000508766621e-06
5188;8.523998985765502e-06
5189;8.629998774267733e-06
5190;9.801999112823978e-06
5191;9.273000614484772e-06
5192;9.249997674487531e-06
5193;9.798997780308127e-06
5194;8.723000064492226e-06
5195;9.056999260792509e-06
5196;8.721999620320275e-06
5197;9.44199928198941e-06
5198;9.523999324301258e-06
5199;9.32300099520944e-06
5200;9.06000059330836e-06
5201;9.119001333601773e-06
5202;9.000999853014946e-06
5203;9.973999112844467e-06
5204;8.847000572131947e-06
5205;8.966002496890724e-06
5206;8.723000064492226e-06
5207;9.288000001106411e-06
5208;8.720002369955182e-06
5209;9.425999451195821e-06
5210;9.35500065679662e-06
5211;9.42099723033607e-06
5212;1.0136998753296211e-05
5213;1.0324001777917147e-05
5214;9.852999937720597e-06
5215;9.44199928198941e-06
5216;9.406001481693238e-06
5217;1.1193002137588337e-05
5218;9.89500040304847e-06
5219;9.482999303145334e-06
5220;1.0153002222068608e-05
5221;9.1439978859853e-06
5222;8.661001629661769e-06
5223;8.476999937556684e-06
5224;8.634997357148677e-06
5225;1.3680000847671181e-05
5226;9.30500027607195e-06
5227;9.823997970670462e-06
5228;9.006002073874697e-06
5229;9.548002708470449e-06
5230;9.691000741440803e-06
5231;9.692997991805896e-06
5232;9.536997822578996e-06
5233;9.729999874252826e-06
5234;9.792998753255233e-06
5235;9.722996765049174e-06
5236;9.89600084722042e-06
5237;9.557999874232337e-06
5238;9.75299917627126e-06
5239;9.863000741461292e-06
5240;8.628998330095783e-06
5241;8.555001841159537e-06
5242;9.694002073956653e-06
5243;9.061997843673453e-06
5244;1.0372001270297915e-05
5245;9.400999260833487e-06
5246;8.995997632155195e-06
5247;9.724000847199932e-06
5248;9.655999747337773e-06
5249;9.675997716840357e-06
5250;9.764000424183905e-06
5251;9.048999345395714e-06
5252;8.50700234877877e-06
5253;9.408999176230282e-06
5254;8.715000149095431e-06
5255;1.0243998985970393e-05
5256;9.846000466495752e-06
5257;9.934999980032444e-06
5258;9.998999303206801e-06
5259;9.351999324280769e-06
5260;9.208000847138464e-06
5261;9.04199987417087e-06
5262;8.536000677850097e-06
5263;1.4064000424696133e-05
5264;9.019997378345579e-06
5265;9.233997843693942e-06
5266;8.541999704902992e-06
5267;8.700000762473792e-06
5268;9.582996426615864e-06
5269;9.77099989540875e-06
5270;9.518000297248363e-06
5271;9.285002306569368e-06
5272;9.458002750761807e-06
5273;8.736999006941915e-06
5274;8.537001122022048e-06
5275;8.786999387666583e-06
5276;9.760002285474911e-06
5277;9.517996659269556e-06
5278;8.556002285331488e-06
5279;9.12899849936366e-06
5280;9.412000508746132e-06
5281;9.223997039953247e-06
5282;9.464998584007844e-06
5283;1.0181000106967986e-05
5284;9.032999514602125e-06
5285;9.77300078375265e-06
5286;9.123999916482717e-06
5287;9.269999281968921e-06
5288;8.892999176168814e-06
5289;9.668998245615512e-06
5290;8.552000508643687e-06
5291;8.824001270113513e-06
5292;9.73699934547767e-06
5293;9.071998647414148e-06
5294;9.219998901244253e-06
5295;9.536001016385853e-06
5296;9.819999831961468e-06
5297;8.757997420616448e-06
5298;8.94100230652839e-06
5299;8.975999662652612e-06
5300;1.0769999789772555e-05
5301;9.051000233739614e-06
5302;1.0173000191571191e-05
5303;9.327999578090385e-06
5304;8.64800313138403e-06
5305;9.601000783732161e-06
5306;9.110997780226171e-06
5307;8.92200114321895e-06
5308;9.690000297268853e-06
5309;8.716000593267381e-06
5310;9.064999176189303e-06
5311;8.49100251798518e-06
5312;9.039002179633826e-06
5313;9.261002560378984e-06
5314;1.0020998161053285e-05
5315;9.125000360654667e-06
5316;9.822000720305368e-06
5317;9.055002010427415e-06
5318;8.955998055171221e-06
5319;9.49700188357383e-06
5320;9.168001270154491e-06
5321;9.407001925865188e-06
5322;9.016999683808535e-06
5323;8.720999176148325e-06
5324;8.360002539120615e-06
5325;9.380000847158954e-06
5326;9.109000529861078e-06
5327;9.532999683870003e-06
5328;9.649000276112929e-06
5329;8.420000085607171e-06
5330;9.420000424142927e-06
5331;8.835999324219301e-06
5332;9.000999853014946e-06
5333;8.873001206666231e-06
5334;9.270999726140872e-06
5335;9.944000339601189e-06
5336;9.974999557016417e-06
5337;9.880001016426831e-06
5338;9.224000677932054e-06
5339;8.423998224316165e-06
5340;8.524999429937452e-06
5341;8.658000297145918e-06
5342;8.724000508664176e-06
5343;1.0077001206809655e-05
5344;9.557999874232337e-06
5345;8.774000889388844e-06
5346;1.0068997653434053e-05
5347;8.897000952856615e-06
5348;8.772000001044944e-06
5349;8.6759973783046e-06
5350;9.12499672267586e-06
5351;1.4291999832494184e-05
5352;9.387000318383798e-06
5353;9.299001249019057e-06
5354;9.04500120668672e-06
5355;9.280000085709617e-06
5356;9.131003025686368e-06
5357;9.985000360757113e-06
5358;8.964001608546823e-06
5359;9.77300078375265e-06
5360;9.855000826064497e-06
5361;9.581999620422721e-06
5362;9.074999979929999e-06
5363;9.49600143940188e-06
5364;9.302002581534907e-06
5365;9.673000022303313e-06
5366;8.977000106824562e-06
5367;9.268998837796971e-06
5368;9.729003068059683e-06
5369;9.161001798929647e-06
5370;9.192001016344875e-06
5371;9.496998245595023e-06
5372;9.295999916503206e-06
5373;1.006800084724091e-05
5374;9.851999493548647e-06
5375;9.821000276133418e-06
5376;1.0203002602793276e-05
5377;9.587001841282472e-06
5378;9.313996997661889e-06
5379;9.04199987417087e-06
5380;9.56099756876938e-06
5381;9.299001249019057e-06
5382;9.51300171436742e-06
5383;9.035997209139168e-06
5384;9.022001904668286e-06
5385;9.89399995887652e-06
5386;1.4202996680978686e-05
5387;1.7086000298149884e-05
5388;9.87399835139513e-06
5389;9.826999303186312e-06
5390;1.0320000001229346e-05
5391;9.432002116227522e-06
5392;9.773997589945793e-06
5393;9.086998034035787e-06
5394;9.393999789608642e-06
5395;9.684001270215958e-06
5396;9.253002644982189e-06
5397;9.802999556995928e-06
5398;8.749997505219653e-06
5399;8.425999112660065e-06
5400;1.02420017356053e-05
5401;9.217998012900352e-06
5402;9.817002137424424e-06
5403;9.14499833015725e-06
5404;9.128001693170518e-06
5405;9.330000466434285e-06
5406;1.0097999620484188e-05
5407;8.969000191427767e-06
5408;8.842998795444146e-06
5409;9.465999028179795e-06
5410;9.129998943535611e-06
5411;9.291998139815405e-06
5412;8.671999239595607e-06
5413;1.0773001122288406e-05
5414;9.813000360736623e-06
5415;9.837000106927007e-06
5416;8.872000762494281e-06
5417;9.507002687314525e-06
5418;9.638999472372234e-06
5419;8.695002179592848e-06
5420;8.642000466352329e-06
5421;9.31799877434969e-06
5422;8.509996405337006e-06
5423;8.669001545058563e-06
5424;9.915998816723004e-06
5425;9.595001756679267e-06
5426;9.450999641558155e-06
5427;9.574003343004733e-06
5428;8.549002814106643e-06
5429;8.700000762473792e-06
5430;9.34000127017498e-06
5431;1.017099930322729e-05
5432;9.16600038181059e-06
5433;9.749997843755409e-06
5434;8.912997145671397e-06
5435;9.548999514663592e-06
5436;8.666000212542713e-06
5437;9.544000931782648e-06
5438;1.3581997336586937e-05
5439;1.0018997272709385e-05
5440;9.868999768514186e-06
5441;9.92700006463565e-06
5442;8.670998795423657e-06
5443;9.243998647434637e-06
5444;1.0669999028323218e-05
5445;9.65100116445683e-06
5446;9.337996743852273e-06
5447;9.05900014913641e-06
5448;9.644998499425128e-06
5449;9.568000677973032e-06
5450;8.64700268721208e-06
5451;9.193998266709968e-06
5452;8.899998647393659e-06
5453;9.028997737914324e-06
5454;8.778999472269788e-06
5455;9.491002856520936e-06
5456;1.0021998605225235e-05
5457;9.074999979929999e-06
5458;9.760999091668054e-06
5459;8.931001502787694e-06
5460;9.761999535840005e-06
5461;9.603998478269204e-06
5462;9.994997526519e-06
5463;9.538998710922897e-06
5464;9.866998880170286e-06
5465;9.466999472351745e-06
5466;9.765997674548998e-06
5467;9.133000276051462e-06
5468;9.423001756658778e-06
5469;9.088998922379687e-06
5470;9.354000212624669e-06
5471;9.479997970629483e-06
5472;9.261999366572127e-06
5473;8.834998880047351e-06
5474;8.53599703987129e-06
5475;1.1560001439647749e-05
5476;9.138999303104356e-06
5477;9.308998414780945e-06
5478;1.0027000826084986e-05
5479;9.55999712459743e-06
5480;9.061997843673453e-06
5481;9.47499938774854e-06
5482;8.55499820318073e-06
5483;9.99599797069095e-06
5484;9.103001502808183e-06
5485;8.685998182045296e-06
5486;1.0109000868396834e-05
5487;9.769002645043656e-06
5488;1.005300146061927e-05
5489;9.924999176291749e-06
5490;9.293999028159305e-06
5491;9.226998372469097e-06
5492;9.971001418307424e-06
5493;9.061997843673453e-06
5494;9.570998372510076e-06
5495;9.096002031583339e-06
5496;9.63700222200714e-06
5497;9.136998414760455e-06
5498;8.636998245492578e-06
5499;9.544997737975791e-06
5500;9.821997082326561e-06
5501;8.643000910524279e-06
5502;9.989998943638057e-06
5503;8.817998605081812e-06
5504;9.515999408904463e-06
5505;9.628998668631539e-06
5506;9.540999599266797e-06
5507;9.537001460557804e-06
5508;9.649997082306072e-06
5509;8.802999218460172e-06
5510;9.827999747358263e-06
5511;9.02800093172118e-06
5512;9.79300239123404e-06
5513;8.483999408781528e-06
5514;8.881001122063026e-06
5515;9.73599890130572e-06
5516;9.35800198931247e-06
5517;9.982999472413212e-06
5518;8.985000022221357e-06
5519;9.624996891943738e-06
5520;9.73799978964962e-06
5521;9.265000699087977e-06
5522;9.425002645002678e-06
5523;8.967002941062674e-06
5524;9.519000741420314e-06
5525;9.832998330239207e-06
5526;1.244700251845643e-05
5527;8.972998330136761e-06
5528;8.703998901182786e-06
5529;9.31899921852164e-06
5530;8.641000022180378e-06
5531;9.12899849936366e-06
5532;1.004699879558757e-05
5533;9.429000783711672e-06
5534;9.04400076251477e-06
5535;9.350998880108818e-06
5536;9.524999768473208e-06
5537;9.383998985867947e-06
5538;8.836999768391252e-06
5539;1.04649989225436e-05
5540;9.289000445278361e-06
5541;8.263999916380271e-06
5542;9.75299917627126e-06
5543;8.685001375852153e-06
5544;8.35100217955187e-06
5545;9.647003025747836e-06
5546;8.980001439340413e-06
5547;8.668001100886613e-06
5548;8.892002369975671e-06
5549;9.931998647516593e-06
5550;1.001499913400039e-05
5551;1.018799957819283e-05
5552;9.354000212624669e-06
5553;1.0231997293885797e-05
5554;9.192997822538018e-06
5555;9.264000254916027e-06
5556;1.0178999218624085e-05
5557;9.284001862397417e-06
5558;9.382998541695997e-06
5559;9.187999239657074e-06
5560;9.264000254916027e-06
5561;8.997998520499095e-06
5562;9.123999916482717e-06
5563;1.0056999599328265e-05
5564;9.245002729585394e-06
5565;9.978000889532268e-06
5566;9.052000677911565e-06
5567;8.938000974012539e-06
5568;9.175000741379336e-06
5569;9.071001841221005e-06
5570;1.0617000953061506e-05
5571;9.444000170333311e-06
5572;8.852999599184841e-06
5573;8.270002581411973e-06
5574;8.513001375831664e-06
5575;8.554001396987587e-06
5576;8.464998245472088e-06
5577;8.525999874109402e-06
5578;8.501003321725875e-06
5579;8.504001016262919e-06
5580;8.43199813971296e-06
5581;8.46900002215989e-06
5582;8.457001968054101e-06
5583;8.423998224316165e-06
5584;8.498001989210024e-06
5585;8.43399902805686e-06
5586;8.597999112680554e-06
5587;8.50700234877877e-06
5588;8.58899875311181e-06
5589;8.595998224336654e-06
5590;8.44999885885045e-06
5591;8.579998393543065e-06
5592;8.423001418123022e-06
5593;8.49000207381323e-06
5594;8.45199974719435e-06
5595;8.351998985745013e-06
5596;8.564999006921425e-06
5597;8.741000783629715e-06
5598;8.414001058554277e-06
5599;8.631999662611634e-06
5600;8.511000487487763e-06
5601;8.484999852953479e-06
5602;8.600000001024455e-06
5603;8.480001270072535e-06
5604;8.455997885903344e-06
5605;8.515999070368707e-06
5606;8.472998160868883e-06
5607;8.635000995127484e-06
5608;8.523998985765502e-06
5609;8.406001143157482e-06
5610;8.467999577987939e-06
5611;8.366001566173509e-06
5612;8.499999239575118e-06
5613;8.475999493384734e-06
5614;8.348997653229162e-06
5615;8.702998457010835e-06
5616;1.4777000615140423e-05
5617;9.43799750530161e-06
5618;8.44999885885045e-06
5619;8.496997907059267e-06
5620;8.410999726038426e-06
5621;8.587001502746716e-06
5622;8.589002391090617e-06
5623;8.951999916462228e-06
5624;8.745002560317516e-06
5625;8.676997822476551e-06
5626;8.404997061006725e-06
5627;8.440998499281704e-06
5628;8.566999895265326e-06
5629;8.551000064471737e-06
5630;8.752998837735504e-06
5631;8.684997737873346e-06
5632;8.687999070389196e-06
5633;8.874001650838181e-06
5634;8.789000276010484e-06
5635;8.57499981066212e-06
5636;8.56999758980237e-06
5637;8.705999789526686e-06
5638;8.575003448640928e-06
5639;8.71199881657958e-06
5640;8.580998837715015e-06
5641;8.554001396987587e-06
5642;8.761002391111106e-06
5643;8.807000995147973e-06
5644;8.669998351251706e-06
5645;8.660997991682962e-06
5646;8.623002941021696e-06
5647;8.533999789506197e-06
5648;8.723000064492226e-06
5649;8.522998541593552e-06
5650;8.630999218439683e-06
5651;8.757000614423305e-06
5652;8.72599775902927e-06
5653;8.532999345334247e-06
5654;8.546001481590793e-06
5655;1.628300014999695e-05
5656;1.1473999620648101e-05
5657;1.0906998795690015e-05
5658;1.0373001714469865e-05
5659;9.987001249101013e-06
5660;1.004599835141562e-05
5661;9.539999155094847e-06
