Parsing time;Functional matching time;Corpus time;Semantic matching time;Syntactic matching time;Ordering time;QoS matching time;SP matching time;Total matching time
0.0008281269110739231;0.5777936188969761;0.004097840050235391;0.0007743423338979483;0.55681715416722;0.00017795409075915813;0.004140412900596857;0.0022942831274122;0.59246268379502;
0.0003573161084204912;0.5856047659181058;0.004508981015533209;0.000758615555241704;0.565295979147777;0.00013948907144367695;0.003705742070451379;0.0023533650673925877;0.5991693660616875;
0.0003528711386024952;0.5710764939431101;0.00397660001181066;0.0007331850938498974;0.5511968096252531;0.00010413210839033127;0.00165166100487113;0.0008322431240230799;0.577900922158733;
0.0004422469064593315;0.5802367250435054;0.003834220813587308;0.0007589473389089108;0.5602509116288275;0.00019536004401743412;0.005104552023112774;0.0027917148545384407;0.5998570758383721;
0.00035710702650249004;0.5788038000464439;0.004506603116169572;0.0007558211218565702;0.5580010835547;0.00010893004946410656;0.0023051181342452765;0.0013597039505839348;0.5895872011315078;
0.00042038620449602604;0.5805253339931369;0.0040981469210237265;0.0007721472065895796;0.5601358769927174;0.0001773738767951727;0.00468347012065351;0.002434183144941926;0.5957067972049117;
0.00036280183121562004;0.5720656011253595;0.004272746155038476;0.0007470292039215565;0.5516928122378886;0.0002088251058012247;0.006454200949519873;0.004306067014113069;0.5950086128432304;
0.0003458650317043066;0.5747276849579066;0.0040520180482417345;0.0007537808269262314;0.5547597466502339;0.00018244609236717224;0.005345833022147417;0.0027510379441082478;0.5940147161018103;
0.0004367399960756302;0.5765528429765254;0.0038569329772144556;0.0007367609068751335;0.5570195983164012;0.00018308288417756557;0.005148599157109857;0.00189068797044456;0.5917583559639752;
0.00040936307050287724;0.5778144758660346;0.004335151985287666;0.0007530665025115013;0.5573404785245657;0.00011242902837693691;0.0023269508965313435;0.0012149391695857048;0.5878146779723465;
0.00034526316449046135;0.573117459891364;0.003970513120293617;0.0007379271555691957;0.5533604777883738;0.00010384991765022278;0.0032260341104120016;0.0014114428777247667;0.5843566081020981;
0.0003395660314708948;0.5754545389208943;0.004190670093521476;0.000751429470255971;0.555348600493744;0.00014427793212234974;0.003792074043303728;0.0011677280999720097;0.5864369079936296;
