Discovery and Parsing time	Parsing time	Ontology instantiation time	Triples numbers				
294,8081254	0,081394686	0,057282865	254433				
295,0759002	0,082123421	0,057950275	254474				
295,3410706	0,082191489	0,055359708	254515				
295,6049951	0,08134331	0,060910378	254556				
295,868153	0,082396887	0,055030972	254592				
296,1529921	0,081118813	0,056696547	254629				
296,4266799	0,084732469	0,064271256	254669				
296,6970119	0,082284703	0,061332631	254710				
296,9766327	0,084141068	0,065999105	254746				
297,2526978	0,0819237	0,057837849	254786				
297,5295603	0,083080437	0,063149473	254826				
297,8033112	0,082533688	0,063157441	254867				
298,0733817	0,082456382	0,059177173	254907				
298,3408376	0,086398235	0,051341186	254943				
298,6110538	0,081168467	0,063410465	254980				
298,8864618	0,085390428	0,066180397	255020				
299,1498231	0,080234665	0,055312664	255056				
299,4361883	0,09344978	0,065179599	255092				
299,7075645	0,084229769	0,056594272	255128				
299,9906335	0,083992733	0,069719504	255168				
300,2771707	0,098865574	0,061755506	255209				
300,547776	0,081249819	0,062091168	255249				
300,81577	0,081173528	0,060787087	255289				
301,1114869	0,100081024	0,058431349	255330				
301,3807897	0,079238458	0,059994479	255366				
301,6469998	0,082681955	0,059267893	255407				
301,9193264	0,084201453	0,06063618	255448				
302,1953634	0,086988133	0,060212755	255489				
302,4626656	0,090672521	0,051711233	255525				
302,7352716	0,083814625	0,05347869	255562				
303,0206268	0,094580329	0,063852459	255603				
303,2852234	0,083639129	0,052939279	255639				
303,5435598	0,080668111	0,05297553	255676				
303,8054185	0,081230232	0,052740573	255712				
304,0801473	0,081575014	0,056364843	255752				
304,3482533	0,082247309	0,057801981	255792				
304,615197	0,085965534	0,053801147	255828				
304,8974006	0,091260905	0,062255745	255864				
305,1648817	0,081780691	0,056182674	255908				
305,7289301	0,376017875	0,059829796	255948				
306,0427233	0,124657101	0,060441921	255988				
306,3195828	0,086381408	0,063540451	256028				
306,5826278	0,080734271	0,052212604	256064				
306,8547319	0,085746562	0,057337856	256104				
307,1221249	0,081800083	0,058758405	256140				
307,395638	0,083822708	0,061522764	256181				
307,664201	0,082708247	0,057384061	256218				
307,9496228	0,083118884	0,074638739	256254				
308,2174554	0,082831645	0,057963232	256290				
308,5002056	0,079842386	0,076449457	256331				
308,7649132	0,07940494	0,059461971	256371				
309,0313262	0,080966003	0,054356961	256407				
309,3071858	0,086246511	0,062386494	256443				
309,5784713	0,081630494	0,059278962	256483				
309,8495301	0,083590431	0,058479913	256520				
310,1155087	0,07979446	0,057093164	256556				
310,3868133	0,084619202	0,056396415	256593				
310,6473938	0,079282197	0,054624739	256634				
310,9186224	0,081800856	0,062397901	256671				
311,1808487	0,08152955	0,05168156	256707				
311,4475348	0,082212118	0,057260297	256747				
311,7123024	0,080646703	0,056602971	256783				
311,9946069	0,09218521	0,061752229	256823				
312,2725062	0,084610016	0,066930549	256863				
312,5386827	0,079533355	0,062441428	256903				
312,8100896	0,078842688	0,067832249	256944				
313,0753053	0,080760092	0,059094273	256985				
313,3409215	0,081777066	0,05660785	257021				
313,6055993	0,079606941	0,0580002	257061				
313,873475	0,08105275	0,060771843	257098				
314,1374542	0,083396129	0,055149061	257134				
314,4185692	0,080461115	0,071396394	257171				
314,6917403	0,084809853	0,05598846	257207				
314,9686274	0,083666425	0,065411317	257244				
315,2494374	0,08493522	0,065454573	257285				
315,5124892	0,08080118	0,054740723	257321				
315,7729668	0,080962763	0,053919465	257357				
316,0496758	0,082323066	0,060572661	257398				
316,3156875	0,083428938	0,052978986	257435				
316,5779816	0,079389887	0,055873834	257472				
316,8506281	0,08311541	0,062796638	257512				
317,1305947	0,080919573	0,069016392	257549				
317,4052219	0,081734007	0,060166741	257585				
317,6798779	0,082843086	0,061276338	257622				
317,9691568	0,082483784	0,08337721	257662				
318,2536939	0,087509386	0,065946349	257702				
318,5243784	0,079803899	0,060418428	257738				
318,8196516	0,110931303	0,055517564	257774				
319,1023209	0,08074622	0,05998412	257815				
319,3627588	0,078292566	0,05627492	257852				
319,6282137	0,08248451	0,053631878	257888				
319,9181987	0,09586379	0,064036057	257929				
320,2000112	0,098741804	0,05296045	257965				
320,4650189	0,08402998	0,051871025	258002				
320,7249237	0,079644603	0,05613826	258042				
320,991081	0,080176807	0,058855016	258083				
321,2615685	0,086396022	0,054926349	258120				
321,5680562	0,082758391	0,097663038	258161				
321,8333967	0,08023467	0,054717236	258197				
322,1166147	0,085001368	0,066532818	258238				
322,389929	0,081962575	0,066752738	258275				
322,6540603	0,080132935	0,055969989	258311				
322,9399313	0,082304493	0,070847029	258347				
323,202113	0,081854595	0,053957667	258384				
323,4675897	0,080769799	0,057518187	258425				
323,7331463	0,080442779	0,056058712	258461				
324,0105926	0,087141044	0,056845538	258501				
324,2849611	0,086111162	0,057065278	258542				
324,5564941	0,0814133	0,061270115	258582				
324,8383193	0,081217107	0,072482544	258619				
325,1191567	0,080808004	0,063503677	258660				
325,3987261	0,081211181	0,064278544	258700				
325,6661706	0,088971315	0,053340368	258737				
325,9619142	0,093109087	0,073377786	258778				
326,2309665	0,080922932	0,056950916	258815				
326,4925592	0,079248845	0,056860309	258852				
326,7528524	0,080880702	0,051175768	258888				
327,057085	0,109937328	0,055724391	258929				
327,3314552	0,089330035	0,054787608	258965				
327,5947505	0,083997198	0,05396129	259005				
327,8644568	0,079871476	0,054942688	259045				
328,1371757	0,081421381	0,055287652	259086				
328,4073926	0,081745052	0,060018601	259126				
328,6785699	0,081924931	0,05744082	259162				
328,9602259	0,091806236	0,061243681	259199				
329,2260911	0,079235469	0,059544578	259239				
329,4884421	0,08305921	0,055002919	259276				
329,758201	0,080441994	0,061598771	259316				
330,0386826	0,083073784	0,06177111	259353				
330,3069911	0,087263208	0,05371432	259390				
330,5663956	0,080809087	0,051471357	259427				
330,8483557	0,092194663	0,059184785	259464				
331,1198306	0,081586769	0,056222797	259505				
331,3826523	0,079224743	0,052262034	259545				
331,6519144	0,084026168	0,055353357	259581				
331,9395793	0,08628481	0,07159365	259621				
332,2113892	0,080251601	0,061222038	259658				
332,5001269	0,096421905	0,061808406	259699				
332,7764141	0,08496936	0,062009463	259735				
333,0376129	0,079775589	0,051607164	259772				
333,3062917	0,083159465	0,05615516	259813				
333,5673087	0,081283771	0,054161194	259850				
333,8399862	0,085373302	0,05815118	259890				
334,1047591	0,081263249	0,050061493	259926				
334,3711413	0,080706621	0,05597385	259967				
334,6388156	0,084453905	0,050663129	260003				
334,9084562	0,079557977	0,0654849	260043				
335,1696495	0,079658041	0,051284552	260080				
335,4320443	0,081290563	0,052245359	260116				
335,7169712	0,093249042	0,064766447	260156				
336,0052398	0,086019317	0,070612191	260197				
336,3148901	0,120207846	0,062850495	260237				
336,5788016	0,086818361	0,049639212	260273				
336,8549728	0,081353579	0,061700291	260314				
337,1507009	0,107317067	0,059039965	260350				
337,4279769	0,080046248	0,067093502	260390				
337,6941325	0,081280415	0,05566706	260431				
337,9596641	0,081823174	0,055614858	260467				
338,221472	0,081754475	0,051394479	260503				
338,4806781	0,081513794	0,053095945	260539				
338,7529759	0,087093179	0,055443455	260575				
339,0326324	0,081485577	0,056206169	260612				
339,3087954	0,093043497	0,054034205	260648				
339,5830164	0,085164408	0,058602723	260685				
339,8488009	0,080265265	0,057918625	260725				
340,123556	0,083358551	0,061751946	260761				
340,4124972	0,081502267	0,074990765	260801				
340,6861314	0,078948153	0,064229673	260841				
340,9674989	0,089074202	0,058739759	260877				
341,2468006	0,080965328	0,067398709	260918				
341,5236193	0,095466393	0,054380253	260955				
341,7862284	0,080436775	0,052122046	260992				
342,0575165	0,080504225	0,060927218	261033				
342,323157	0,081563199	0,051096115	261069				
342,6018713	0,083364471	0,065702712	261105				
342,8664116	0,078862887	0,054659236	261141				
343,1529799	0,080604978	0,075250538	261181				
343,4252264	0,085596917	0,056150145	261217				
343,7043961	0,080812644	0,06754462	261253				
343,9759059	0,083490202	0,057248898	261293				
344,2464575	0,080376258	0,055341836	261329				
344,5175523	0,079980476	0,06180998	261369				
344,7941381	0,083887569	0,063176315	261406				
345,0773754	0,082239573	0,071022927	261442				
345,3522728	0,083419257	0,059824414	261479				
345,6288808	0,085124435	0,058554076	261516				
345,9084109	0,089817802	0,059688303	261552				
346,2010722	0,093214344	0,064741173	261592				
346,4800607	0,087622923	0,065043954	261628				
346,75103	0,081354363	0,062802327	261668				
347,0239882	0,086710015	0,054905195	261704				
347,2976554	0,078130001	0,064106114	261745				
347,5742444	0,079170292	0,070002531	261785				
347,8455015	0,081579611	0,060930271	261825				
348,1131297	0,080999845	0,059185744	261861				
348,378581	0,081923678	0,056356171	261898				
348,6566417	0,084683358	0,064174417	261938				
348,941284	0,080949781	0,075003046	261978				
349,2432077	0,10161833	0,0674466	262018				
349,5202929	0,082101109	0,062228913	262059				
349,7989185	0,081144431	0,065572626	262095				
350,0758256	0,08713088	0,061388948	262135				
350,338547	0,081781295	0,055237237	262176				
350,600961	0,080970128	0,052070775	262212				
350,8742367	0,087307593	0,054526392	262252				
351,1389794	0,080612571	0,052110854	262288				
351,4012299	0,078994775	0,054059363	262324				
351,6807486	0,083860971	0,066560455	262365				
351,958777	0,082849142	0,064711936	262405				
352,2342679	0,079864224	0,0671324	262445				
352,5042038	0,079249907	0,064949643	262482				
352,7749594	0,081786915	0,057984199	262519				
353,0519891	0,091486376	0,054852027	262556				
353,3306835	0,079953613	0,059547303	262596				
353,5960621	0,079417237	0,056135649	262637				
353,8677449	0,081709051	0,059037114	262677				
354,1354561	0,07988643	0,052334004	262713				
354,4157601	0,088362031	0,060296331	262749				
354,6843759	0,083259794	0,058491836	262785				
354,9712605	0,090957551	0,065863562	262822				
355,255377	0,081279167	0,072063525	262863				
355,5252611	0,079179252	0,063875548	262903				
355,8080287	0,08145138	0,072923138	262940				
356,0802303	0,08340729	0,058561266	262976				
356,3499691	0,080290852	0,057969337	263012				
356,6372242	0,079909641	0,075705185	263049				
356,9102624	0,083312257	0,061454029	263085				
357,1770807	0,08167137	0,055421562	263125				
357,4478773	0,083885421	0,0555272	263161				
357,7226994	0,084441825	0,060210089	263201				
358,0155289	0,098397045	0,056498972	263237				
358,280683	0,080144582	0,05762821	263273				
358,5561848	0,081627723	0,060312645	263313				
358,8408684	0,083305784	0,06670942	263349				
359,1236573	0,081825111	0,060811201	263385				
359,3906634	0,079241616	0,058003138	263421				
359,6575864	0,081592701	0,05747571	263461				
359,9484244	0,093599247	0,058529019	263497				
360,2257274	0,082623263	0,055367675	263534				
360,4961531	0,078856214	0,061553263	263571				
360,766264	0,082272776	0,054538344	263608				
361,0412037	0,087784041	0,057963797	263648				
361,3181163	0,080198376	0,063339108	263685				
361,591805	0,082489244	0,062629404	263721				
361,8624554	0,081239043	0,058414965	263762				
362,1526181	0,079130765	0,064467924	263802				
362,4264931	0,083433195	0,059066703	263842				
362,70151	0,079751886	0,064183177	263882				
362,9716299	0,081550673	0,05740632	263919				
363,2395776	0,081200377	0,058502805	263955				
363,519522	0,088374783	0,060660526	263996				
363,7875932	0,084415744	0,053417625	264032				
364,0670591	0,084186372	0,066538132	264073				
364,3317859	0,082778036	0,04976566	264110				
364,5995664	0,081868856	0,05711858	264150				
364,8641254	0,082498056	0,055471874	264186				
365,1300435	0,080450968	0,055919545	264227				
365,4012201	0,084829688	0,054497416	264267				
365,6794168	0,088527917	0,056428287	264304				
365,9735843	0,101485025	0,059803884	264344				
366,243946	0,080762705	0,058706567	264384				
366,5264048	0,088649229	0,063630827	264425				
366,8615023	0,140723015	0,057242686	264465				
367,1263557	0,083068157	0,052159376	264505				
367,3984855	0,085987354	0,051090648	264542				
367,6802465	0,080478053	0,06760059	264583				
367,9671694	0,088625395	0,065149404	264619				
368,2562566	0,088819514	0,06380884	264656				
368,5230788	0,082257001	0,052657508	264692				
368,7940481	0,079663701	0,060452414	264732				
369,0566864	0,078142568	0,053803214	264768				
369,3283424	0,082224931	0,060024431	264804				
369,6001976	0,082775151	0,057042611	264844				
369,8659639	0,082548331	0,055357649	264884				
370,1393666	0,08287937	0,058755434	264920				
370,4258733	0,082372526	0,068736457	264961				
370,6963558	0,080591505	0,056993417	265001				
370,9783048	0,089302757	0,060718934	265037				
371,2562052	0,078559447	0,066224401	265073				
371,5273736	0,079129277	0,057312391	265109				
371,8003233	0,079153726	0,063459758	265150				
372,067543	0,079728113	0,059372581	265187				
372,3365333	0,082476874	0,054961957	265223				
372,6118904	0,080974176	0,063904512	265263				
372,8835622	0,079266728	0,061784525	265299				
373,1570227	0,083479502	0,057075316	265336				
373,4340096	0,080805657	0,063138952	265373				
373,7068876	0,085316066	0,059678444	265409				
373,9841472	0,084006065	0,059518069	265445				
374,2557902	0,082072029	0,056306923	265482				
374,5273223	0,080768985	0,06064532	265523				
374,8068499	0,081140966	0,070282455	265564				
375,0853124	0,083597747	0,058034001	265604				
375,3469974	0,079095221	0,051406579	265641				
375,6191832	0,080610186	0,055738755	265678				
375,8905025	0,082196253	0,058307278	265714				
376,1757078	0,085413379	0,065812694	265754				
376,4619656	0,083223017	0,073773261	265790				
376,7304163	0,080671574	0,058577305	265830				
377,0122868	0,088273948	0,06386492	265871				
377,2925174	0,08089419	0,070103909	265907				
377,5610345	0,077781948	0,056251122	265944				
377,8366362	0,080286406	0,064772057	265980				
378,1190257	0,082848046	0,063928505	266021				
378,3966538	0,079422802	0,062367477	266061				
378,6672798	0,081410062	0,058618104	266101				
378,9490806	0,083226868	0,061612653	266142				
379,2240458	0,080792241	0,063888806	266178				
379,4968838	0,082817102	0,060505779	266218				
379,7614254	0,07872262	0,055149947	266254				
380,0332393	0,080585071	0,059516423	266291				
380,3113157	0,08314724	0,063949747	266331				
380,585621	0,081492797	0,060382504	266367				
380,8572479	0,086620687	0,057636414	266403				
381,1283132	0,079733673	0,057403883	266443				
381,3945065	0,079849595	0,055558069	266479				
381,6604145	0,083434142	0,053697484	266520				
381,9367031	0,081556988	0,063478854	266557				
382,2146614	0,085797951	0,059121987	266593				
382,5638231	0,083087137	0,132599042	266633				
382,8345632	0,080365268	0,0601187	266670				
383,1031595	0,078640348	0,055659029	266706				
383,3708346	0,078163305	0,056984634	266746				
383,6461206	0,080244561	0,05937055	266782				
383,9228302	0,077482586	0,069610631	266823				
384,1865147	0,078199941	0,05475722	266860				
384,4652392	0,079235999	0,064557232	266897				
384,7356356	0,079345244	0,059758111	266933				
385,0228094	0,089957595	0,062522088	266973				
385,2919635	0,08360866	0,054929452	267010				
385,5608258	0,081601551	0,05896114	267046				
385,8255398	0,078668457	0,054948762	267082				
386,1023665	0,083533275	0,060347776	267118				
386,3788674	0,083231533	0,060675841	267154				
386,6584971	0,084087542	0,060385121	267194				
386,935257	0,082021901	0,062745466	267234				
387,2092014	0,079098337	0,062884089	267271				
387,4784303	0,078034023	0,059374377	267312				
387,797248	0,122126697	0,063760839	267353				
388,0726872	0,078146764	0,05903097	267389				
388,3498143	0,083658709	0,061310624	267429				
388,6205432	0,081171739	0,059542895	267465				
388,8963003	0,089589828	0,056843989	267501				
389,1754127	0,080297881	0,057404931	267538				
389,4481703	0,082794189	0,058317401	267574				
389,7193453	0,087449467	0,053046199	267610				
389,995998	0,086648096	0,059377703	267651				
390,2681649	0,084477914	0,055509547	267688				
390,5393058	0,080148455	0,059759642	267728				
390,8070873	0,080686179	0,053816387	267764				
391,1078236	0,077326366	0,090368852	267800				
391,3794565	0,082038627	0,055625209	267837				
391,6561718	0,089152581	0,056818639	267878				
391,9292551	0,081962434	0,058830378	267914				
392,2045582	0,080285187	0,062369034	267955				
392,4878097	0,079994834	0,071754388	267995				
392,7506734	0,07795255	0,054032861	268032				
393,0328738	0,079927916	0,058405821	268068				
393,3011889	0,078744087	0,060517	268104				
393,5653948	0,077789651	0,057788122	268140				
393,8315098	0,080439043	0,053141034	268177				
394,1016366	0,079993074	0,052709755	268217				
394,3792012	0,087591408	0,050398705	268254				
394,6496485	0,081350566	0,05461059	268294				
394,9320382	0,085546321	0,057594381	268330				
395,2026568	0,07889507	0,052859267	268366				
395,4773492	0,085226616	0,058014254	268406				
395,7405668	0,079637735	0,051680327	268442				
396,0206119	0,081302657	0,061610258	268482				
396,2923436	0,090163942	0,051531735	268518				
396,5540534	0,078479391	0,051175688	268555				
396,8195106	0,080197251	0,05149432	268592				
397,0813237	0,08150551	0,051990927	268628				
397,3941704	0,119069501	0,061355373	268665				
397,6605453	0,083330264	0,053746926	268702				
397,933497	0,082708153	0,058740879	268742				
398,1982294	0,079883832	0,052966638	268783				
398,4668368	0,079724934	0,059898129	268824				
398,736086	0,079940684	0,059294978	268861				
399,0165577	0,085366084	0,06089558	268901				
399,2884373	0,078307676	0,061808758	268941				
399,5615558	0,085622447	0,057543595	268978				
399,8392638	0,080855615	0,065509421	269018				
400,1156812	0,082220396	0,061451326	269058				
400,386393	0,079674996	0,056010307	269095				
400,6664352	0,086844763	0,059545913	269132				
400,9481439	0,090602014	0,058763042	269168				
401,2250786	0,082421218	0,061781845	269208				
401,509375	0,091344401	0,060481673	269249				
401,7834224	0,081573373	0,058914169	269289				
402,0600759	0,082388936	0,060307597	269329				
402,3360494	0,090196861	0,052937178	269366				
402,6269187	0,102126156	0,057315097	269403				
402,9023198	0,082320525	0,061124131	269443				
403,1791053	0,083976984	0,058615981	269483				
403,4444136	0,080380778	0,051326911	269520				
403,7315907	0,084645968	0,064035233	269556				
