Discovery and Parsing time	Parsing time	Ontology instantiation time	Triples numbers				
42,51328886	0,024717343	0,053240676	20460				
42,6100267	0,025121041	0,048004052	20508				
42,71567298	0,025046254	0,055203721	20553				
42,83408067	0,024798014	0,070363725	20598				
42,96177297	0,024397721	0,074966352	20646				
43,09620398	0,024190811	0,083608583	20694				
43,1990802	0,027421852	0,048575615	20735				
43,31653203	0,025235269	0,0669783	20783				
43,41884716	0,028036102	0,050610678	20828				
43,51606912	0,027569291	0,04663499	20869				
43,61614383	0,024384959	0,052911109	20910				
43,7435939	0,024070303	0,07691144	20950				
43,8463533	0,024994734	0,053886394	20998				
43,95002352	0,023918941	0,054008162	21042				
44,04895983	0,023949275	0,048866344	21086				
44,15627169	0,023692027	0,059182877	21127				
44,26031099	0,024985716	0,054438813	21175				
44,36314221	0,026408399	0,052846254	21223				
44,46101514	0,024485961	0,048531202	21271				
44,57194907	0,028350442	0,059247527	21319				
44,66708029	0,025338773	0,045959686	21360				
44,76022554	0,024004269	0,044165299	21408				
44,85829357	0,025158835	0,048149692	21452				
44,95321051	0,025090712	0,044437394	21496				
45,06019751	0,025119656	0,055599924	21544				
45,1679208	0,02549851	0,057611861	21588				
45,26572264	0,024733765	0,047138356	21636				
45,36268994	0,02683089	0,04528601	21684				
45,46006385	0,024320592	0,046349682	21729				
45,55725908	0,024891131	0,048334076	21773				
45,66425516	0,02737748	0,054199167	21817				
45,7893237	0,024548171	0,070666442	21865				
45,90447736	0,0243819	0,066793713	21913				
46,0333785	0,024128632	0,080865979	21958				
46,13527864	0,025219009	0,050536836	22006				
46,26528651	0,02363992	0,081973866	22050				
46,37295124	0,031104793	0,047520612	22090				
46,47227826	0,025089233	0,050451459	22142				
46,570248	0,024584797	0,043935927	22187				
46,67179336	0,024405783	0,052844933	22232				
46,7777911	0,02408885	0,055521715	22277				
46,88413489	0,027851078	0,053183231	22321				
47,00015312	0,025137968	0,065803597	22362				
47,10047823	0,025046669	0,047533586	22407				
47,20594002	0,025328366	0,055358508	22455				
47,3090693	0,025141545	0,052240753	22503				
47,42980298	0,024868155	0,070636824	22551				
47,55726259	0,027887223	0,074957444	22595				
47,68597282	0,024021659	0,080887928	22639				
47,80256733	0,023931411	0,067095775	22687				
47,90212547	0,023710468	0,051034102	22735				
48,00013374	0,023623354	0,049820853	22772				
48,11610896	0,029369395	0,062220313	22820				
48,23393499	0,023808933	0,058905316	22864				
48,3346583	0,023957266	0,050939976	22912				
48,43884289	0,027914638	0,051811592	22952				
48,54380393	0,02432443	0,055387811	23000				
48,66518137	0,023124975	0,074136752	23041				
48,77263014	0,023964483	0,058516769	23085				
48,89564261	0,025252687	0,072741667	23130				
49,03526311	0,0257887	0,085752574	23178				
49,14346055	0,024890904	0,058410501	23218				
49,25431678	0,026226784	0,05891703	23266				
49,35598716	0,024947224	0,051835785	23311				
49,46963967	0,034840346	0,052148882	23359				
49,57949695	0,026143406	0,058010218	23404				
49,67362426	0,025825066	0,04352027	23452				
49,76897446	0,024998946	0,043449216	23500				
49,86995188	0,025357935	0,050002438	23548				
49,96595449	0,025341541	0,045418825	23596				
50,07284081	0,02474287	0,05449147	23640				
50,20269074	0,026223739	0,079313826	23688				
50,31824469	0,026165717	0,062572989	23729				
50,41797548	0,026480946	0,047292766	23777				
50,52441617	0,025831646	0,055456494	23821				
50,6326035	0,034344835	0,045844288	23869				
50,73901071	0,025563349	0,055879162	23905				
50,8634982	0,028256362	0,070476904	23950				
50,97261351	0,024833237	0,058234669	23995				
51,07137321	0,024568262	0,048743849	24039				
51,17837223	0,024583003	0,056475733	24087				
51,2821449	0,024824542	0,053142884	24132				
51,39352854	0,025041462	0,06108419	24180				
51,5042064	0,025510246	0,058785715	24224				
51,63641705	0,024627697	0,081586671	24272				
51,78436581	0,025348542	0,093786049	24316				
51,93079067	0,034241414	0,085641216	24357				
52,03874831	0,02545518	0,057357369	24401				
52,18110616	0,024029171	0,090875156	24441				
52,29939324	0,031119107	0,061861209	24481				
52,40465528	0,025751179	0,054166133	24529				
52,51857515	0,026929995	0,060856572	24573				
52,63607809	0,025004836	0,066321521	24621				
52,75188087	0,025589065	0,06431463	24666				
52,91449877	0,026142823	0,111164216	24714				
53,01415043	0,02398501	0,05079086	24759				
53,12086224	0,025341031	0,053253506	24807				
53,27704504	0,034239394	0,096622818	24852				
53,42543418	0,025339871	0,097468215	24900				
53,5542869	0,02456542	0,078332436	24948				
53,65874687	0,024414663	0,054888884	24992				
53,75753108	0,02459034	0,046765679	25037				
53,87441275	0,024248211	0,067395353	25085				
53,97213174	0,024772706	0,048624801	25130				
54,08342579	0,025082403	0,061333557	25178				
54,18760343	0,02469751	0,054371457	25227				
54,2965098	0,025222415	0,058869585	25272				
54,39356201	0,024096262	0,045302756	25317				
	0,026247949	0,060297478					
