Discovery and Parsing time;Parsing time;Ontology instantiation time;Triples numbers
0;0;47745
Initial execution;9.856240452965721
0.7453144418541342;0.07808743487112224;0.06567593291401863;47841
0.8783562469761819;0.03258685697801411;0.0630885639693588;47897
1.01006897399202;0.0296316877938807;0.0632867501117289;47956
1.1235172899905592;0.029218882089480758;0.047883398132398725;47996
1.2545378908980638;0.029484209837391973;0.06286835600621998;48055
1.4089478498790413;0.02919477387331426;0.08787914807908237;48111
1.5364817869849503;0.02784561086446047;0.06015967205166817;48174
1.6629094628151506;0.028166031930595636;0.06224965304136276;48233
1.7951183589175344;0.03126912098377943;0.06419559591449797;48289
1.9081074399873614;0.02948700706474483;0.0471148039214313;48330
2.0355706999544054;0.029615027830004692;0.06258475803770125;48386
2.1664384808391333;0.02770532900467515;0.06715790694579482;48442
2.3027221199590713;0.034331676084548235;0.06519923405721784;48502
2.435820037033409;0.029250961961224675;0.06732943817041814;48562
2.5706027548294514;0.028183585964143276;0.06727857608348131;48602
2.7003590930253267;0.027853971114382148;0.0660089859738946;48665
2.8138710809871554;0.028997029177844524;0.046476325020194054;48706
2.9431282880250365;0.029085506917908788;0.06374683394096792;48765
3.058074391912669;0.028772738995030522;0.04778849007561803;48810
3.1771959220059216;0.028859484940767288;0.051663189893588424;48854
3.312860451871529;0.029496789211407304;0.06704348186030984;48913
3.453913312871009;0.027750535868108273;0.0750682579819113;48976
3.5663978818338364;0.027526747900992632;0.04858388798311353;49017
3.682100993813947;0.030299314064905047;0.047684961929917336;49058
3.804765340872109;0.0372303482145071;0.05000364198349416;49098
3.9189963210374117;0.027958995196968317;0.050398079911246896;49138
4.029289006954059;0.02768282499164343;0.0446652309037745;49179
4.173699295846745;0.028607513988390565;0.07987655187025666;49231
4.299942246871069;0.031160817947238684;0.051255048951134086;49272
4.412220658035949;0.02904598298482597;0.04705291101709008;49320
4.523993900977075;0.029158869991078973;0.0465502580627799;49360
4.639989747898653;0.028708843979984522;0.048612873069942;49405
4.75804249686189;0.028468489879742265;0.052158360136672854;49446
4.87446985184215;0.02809217292815447;0.04971074010245502;49490
5.009265068918467;0.0315694569144398;0.06341411010362208;49531
5.136429712874815;0.029222060926258564;0.05948268109932542;49587
5.268186097033322;0.028313283808529377;0.06676795100793242;49644
5.387935620965436;0.029223840916529298;0.051207792945206165;49685
5.503029822837561;0.028747344156727195;0.04988755704835057;49726
5.633973108837381;0.030737858964130282;0.06364538799971342;49787
5.757362399017438;0.028553823940455914;0.056452760938555;49828
5.887381888926029;0.02758306683972478;0.06636732700280845;49888
6.001635055989027;0.028538732090964913;0.04595346795395017;49932
6.11698992899619;0.027744195889681578;0.05082082818262279;49973
6.24782520881854;0.03165231901220977;0.061226166086271405;50017
6.364435471827164;0.031496529933065176;0.04841272602789104;50058
6.474638081854209;0.029232186963781714;0.044936639023944736;50099
6.587512047961354;0.030081236036494374;0.04374145087786019;50139
6.7108439358416945;0.02977951499633491;0.053896385012194514;50183
