Parsing time;Functional matching time;Corpus time;Semantic matching time;Syntactic matching time;Ordering time;QoS matching time;SP matching time;Total matching time
0.0007737311534583569;8.93685789918527;0.05287517700344324;0.012250749859958887;8.683264600578696;0.00026561273261904716;0.006027123890817165;0.0031121699139475822;8.96106032608077;
0.0004345192573964596;9.01253187796101;0.05316667119041085;0.012558342423290014;8.753650648053735;0.00037785572931170464;0.012574062217026949;0.007106146775186062;9.056076997425407;
0.00038125133141875267;9.146052482072264;0.052622654009610415;0.011061564553529024;8.88750596018508;0.0007033953443169594;0.0299886679276824;0.01412585936486721;9.249689167365432;
0.00037693558260798454;8.77630043309182;0.05250427406281233;0.010429456364363432;8.525215654168278;0.0005900650285184383;0.024876119568943977;0.012466111686080694;8.848727726843208;
0.0003805919550359249;8.822951308917254;0.05207446916028857;0.012217232026159763;8.566758109256625;0.0016342890448868275;0.0672946129925549;0.01798669621348381;8.98191129276529;
0.0004211706109344959;8.832220799289644;0.053003016859292984;0.011630068067461252;8.57873408216983;0.0014815484173595905;0.06703096209093928;0.002772631123661995;8.94573826296255;
0.0003697252832353115;8.85279864165932;0.0537019451148808;0.011801885440945625;8.59682790748775;0.0011529652401804924;0.05383334029465914;0.01552739692851901;9.007183957844973;
0.0004235710948705673;8.909422773867846;0.18686626804992557;0.011082764249294996;8.522749743890017;0.00016947370022535324;0.003211105242371559;0.000841174740344286;8.917973428033292;
0.0004022149369120598;8.794310403056443;0.05209352681413293;0.01212228275835514;8.540842461865395;0.001054583117365837;0.05185053264722228;0.026019524317234755;8.978218945674598;
0.0004909327253699303;8.877696543931961;0.05062097683548927;0.01274982513859868;8.623790080659091;0.00017546024173498154;0.003631538711488247;0.002187018282711506;8.895453575998545;
0.00039848964661359787;8.847115019336343;0.05395819200202823;0.011349054984748363;8.593198192771524;0.000493442639708519;0.018519259989261627;0.009558229241520166;8.914378434885293;
0.0004572640173137188;8.9135907208547;0.05272712418809533;0.012219304218888283;8.660837190691382;0.00020647328346967697;0.005140576045960188;0.00283635500818491;8.934022602625191;
0.000421872828155756;8.90019432688132;0.05260102218016982;0.01268806355074048;8.642345000524074;0.0005012140609323978;0.011629906017333269;0.0068689449690282345;8.938380077015609;
0.0004146709106862545;8.830880561377853;0.05245485296472907;0.011998981237411499;8.575759998522699;0.000844114925712347;0.038076245691627264;0.01884122798219323;8.948717501945794;
0.00043805409222841263;8.795756184030324;0.05280274339020252;0.010325774550437927;8.545460956171155;0.0002064020372927189;0.004611133132129908;0.000867227092385292;8.80569084500894;
0.0003937571309506893;8.99380202870816;0.05278498213738203;0.011481883004307747;8.741790815722197;0.00017654895782470703;0.0028541008941829205;0.0018590660765767097;9.008498142007738;
0.0005006217397749424;8.834915048908442;0.05189048685133457;0.011651558335870504;8.581874744500965;0.00015130313113331795;0.002413993701338768;0.0009356490336358547;8.8424839717336;
0.0004252409562468529;10.699226635042578;0.05130737693980336;0.014727635774761438;10.363854338414967;0.00039731618016958237;0.012955014128237963;0.0066160885617136955;10.750530074816197;
0.0004460792988538742;8.844380456022918;0.05203272681683302;0.01127468142658472;8.589548479299992;0.0013933759182691574;0.06855449639260769;0.01917419210076332;9.03607705514878;
0.0013884231448173523;8.821885596960783;0.051394104957580566;0.010701638646423817;8.57243570080027;0.0011999323032796383;0.04915925534442067;0.02112946705892682;8.987194439396262;
0.0009281067177653313;8.890419847331941;0.05350358411669731;0.010547276586294174;8.636582678649575;0.000493781641125679;0.017634236719459295;0.010166122112423182;9.178824431728572;
0.0008657528087496758;9.142172790132463;0.11344676930457354;0.01247486425563693;8.745172868482769;0.00034363381564617157;0.007667846977710724;0.0042882077395915985;9.168304785620421;
0.0003969520330429077;9.030445049982518;0.17901721131056547;0.011619185097515583;8.648771675303578;0.0012846020981669426;0.055056492798030376;0.0015940060839056969;9.126050155144185;
0.00040620286017656326;8.862920708954334;0.05203727912157774;0.011566472705453634;8.609375805128366;0.0009109489619731903;0.04175686417147517;0.02079038694500923;8.983170673716813;
0.00039620883762836456;8.909239327069372;0.05132916010916233;0.011157467495650053;8.653813935816288;0.00014181993901729584;0.0019742678850889206;0.0013389671221375465;8.919587710872293;
0.00040093110874295235;8.883870895951986;0.05307152681052685;0.011771510820835829;8.624202652834356;0.00016509415581822395;0.0032413434237241745;0.0010422351770102978;8.894864306785166;
0.00036122463643550873;9.1613307450898;0.05355471279472113;0.012417108751833439;8.904404774773866;0.0006265132687985897;0.025765993166714907;0.010518088936805725;9.228216672781855;
0.00041655823588371277;10.060491180047393;0.052720083855092525;0.012442154344171286;9.8005256424658;0.0005921348929405212;0.023944575805217028;0.012049797922372818;10.151050790213048;
0.00038206810131669044;8.801026996225119;0.05267898319289088;0.010314790066331625;8.549627609085292;0.00047460710629820824;0.01689888909459114;0.008151737973093987;8.853020332287997;
0.00038977107033133507;8.792668114881963;0.05194880021736026;0.010455904062837362;8.540317217353731;0.0012615388259291649;0.05534778302535415;0.01995857199653983;8.936439872253686;
0.0003708917647600174;8.826864486094564;0.05199674004688859;0.010421760380268097;8.574411142151803;0.00021390430629253387;0.005600332748144865;0.003112384118139744;8.85126378806308;
0.0004106508567929268;8.767155189998448;0.05295878276228905;0.010767024476081133;8.510674458928406;0.0006469101645052433;0.02625232795253396;0.006324945017695427;8.83801688766107;
0.0003830329515039921;9.089997872710228;0.05421048495918512;0.010706447530537844;8.834086802322417;0.001118730753660202;0.050436426885426044;0.027889063116163015;9.272646078839898;
0.0004470041021704674;9.426468228921294;0.05022128392010927;0.012850140687078238;9.171067121904343;0.0009455811232328415;0.04486767016351223;0.021317075937986374;9.56655598897487;
0.000383010134100914;8.89907016698271;0.052544621750712395;0.010880240239202976;8.647230748552829;0.0010224939323961735;0.048059131018817425;0.02436508983373642;9.05495898006484;
0.0004869932308793068;9.20234075980261;0.051091058645397425;0.012139007914811373;8.943630939349532;0.0004825098440051079;0.01791192963719368;0.00203300965949893;9.238533213268965;
0.0003917226567864418;8.845643708948046;0.05355159705504775;0.01161851966753602;8.590923710726202;0.0008590836077928543;0.03902440099045634;0.02129442198202014;8.982345604803413;
0.00040657399222254753;8.828937025275081;0.052420288790017366;0.010517408140003681;8.57761687040329;0.0006247847341001034;0.02579662576317787;0.0127147501334548;8.901434306055307;
0.0005106660537421703;8.79802555963397;0.051184052135795355;0.010920785367488861;8.54703884711489;0.00019801268354058266;0.004486204124987125;0.0023875972256064415;8.817893602885306;
0.0004064771346747875;8.986324923112988;0.1730338647030294;0.011364159639924765;8.613641980104148;0.00029629282653331757;0.009043064899742603;0.001515659037977457;9.008734859060496;
0.0004044831730425358;9.139116044156253;0.05379902711138129;0.012071444187313318;8.881676799617708;0.00037428783252835274;0.01329486584290862;0.005504995584487915;9.18477163510397;
0.00039462512359023094;9.1534244986251;0.05383236799389124;0.011072376742959023;8.897835982497782;0.00028454093262553215;0.008656132034957409;0.0010324916802346706;9.168969488702714;
0.00037250295281410217;8.911239573266357;0.05264317570254207;0.012053700629621744;8.656425479333848;0.0010289009660482407;0.04684317111968994;0.006412078160792589;9.008486165199429;
0.00037893978878855705;8.81088548945263;0.0525576351210475;0.011258827056735754;8.558857906609774;0.00024273479357361794;0.006745132151991129;0.0018307841382920742;8.830477493815124;
0.0003727334551513195;10.100350603926927;0.051923312712460756;0.013530662283301353;9.842491391580552;0.0007012388668954372;0.03193072183057666;0.0028049377724528313;10.15930409822613;
0.0003758678212761879;8.88166873715818;0.052411488723009825;0.010875041596591473;8.628875961527228;0.00019590184092521667;0.004710288252681494;0.002411413937807083;8.89928818307817;
0.00039703818038105965;8.983225565869361;0.051734472159296274;0.011216242797672749;8.728993123397231;0.0007272921502590179;0.031889589969068766;0.016414839308708906;9.094757589045912;
0.00038748886436223984;8.893856204114854;0.05600261874496937;0.010851029306650162;8.632394985761493;0.0015137000009417534;0.07625642092898488;0.045226424001157284;9.103797800838947;
0.0004545077681541443;9.238488296978176;0.05052459193393588;0.01213486585766077;8.93013503961265;0.0010497826151549816;0.04914580611512065;0.013560586143285036;9.354339068755507;
0.0004939190112054348;8.924912403803319;0.0507629020139575;0.011169866658747196;8.671213835012168;0.0010354891419410706;0.04635339789092541;0.022974924184381962;9.077186021953821;
0.00038666557520627975;8.97215600637719;0.05364775797352195;0.011097392532974482;8.716468043159693;0.0015520821325480938;0.07344344817101955;0.02945695212110877;9.169773105997592;
0.0004617059603333473;9.186638930812478;0.053336041048169136;0.011038568336516619;8.923802002798766;0.0010957680642604828;0.04735466605052352;0.009480844251811504;9.304797804914415;
0.0004242020659148693;8.85402330989018;0.05239684693515301;0.010446286294609308;8.602200124412775;0.0002517160028219223;0.0071916161105036736;0.0038559087552130222;8.886049878317863;
0.00040172087028622627;8.867659599985927;0.05259918421506882;0.011577304918318987;8.611523563042283;0.00033181579783558846;0.009591117966920137;0.0036421408876776695;8.897069018799812;
0.0004357709549367428;8.859095986001194;0.053585796151310205;0.011542665772140026;8.603599721100181;0.0006438619457185268;0.02539715589955449;0.011877290904521942;8.93518143799156;
0.00040117930620908737;8.987080905586481;0.18057928187772632;0.011223840527236462;8.605998377781361;0.0003973711282014847;0.010680933017283678;0.00486766966059804;9.02841914491728;
0.0003722519613802433;8.925645349081606;0.0540882870554924;0.010685148648917675;8.670120503753424;0.00014131423085927963;0.0020036729983985424;0.0014110319316387177;8.936812339816242;
0.00039858417585492134;8.89339180989191;0.05247374018654227;0.010974477976560593;8.641697480808944;0.0001925518736243248;0.0033478750847280025;0.000998353585600853;8.904221607837826;
0.0004789140075445175;9.032042264007032;0.05063340812921524;0.011231901589781046;8.778793436009437;0.0005443408153951168;0.018670278135687113;0.005298756994307041;9.081347516272217;
0.00045528728514909744;8.861599736846983;0.0512454342097044;0.011186444200575352;8.60749589977786;0.0012537953443825245;0.04628484882414341;0.021208417136222124;9.008265590295196;
0.00038028182461857796;8.88705368898809;0.05384578602388501;0.010775869712233543;8.634427924174815;0.0002629929222166538;0.007369555998593569;0.0033235670998692513;8.910923196934164;
0.00039699114859104156;8.910207480657846;0.0528491479344666;0.011608149390667677;8.65627288678661;0.00028174184262752533;0.00888808909803629;0.0015128511004149914;8.930072009097785;
0.0004027499817311764;9.169900023378432;0.052781596314162016;0.012239636387676;8.914857904892415;0.0012363260611891747;0.05407251697033644;0.026653237640857697;9.32708352804184;
