Discovery and Parsing time	Parsing time	Ontology instantiation time	Triples numbers	Sensors	Total discovery time
549,0522065	0,210040617	0,109201503	62845	1332	0,424015898
549,4762224	0,20999882	0,10999661	62886	1333	0,433859362
549,9100818	0,215224794	0,114683881	62931	1334	0,828677833
550,7387596	0,60480605	0,118453189	62975	1335	0,459823493
551,1985831	0,241843136	0,108210972	63020	1336	0,475531956
551,674115	0,218258254	0,148130744	63061	1337	0,430993609
552,1051087	0,215666699	0,109684434	63106	1338	0,451393236
552,5565019	0,224598312	0,122412591	63146	1339	0,44540415
553,001906	0,219739189	0,116311166	63187	1340	0,439115037
553,4410211	0,230318503	0,105057367	63228	1341	0,476198377
553,9172195	0,26147815	0,11314604	63269	1342	0,442070079
554,3592895	0,219993177	0,116348779	63313	1343	0,448362657
554,8076522	0,222606171	0,117366709	63357	1344	0,437025236
555,2446774	0,220447182	0,110744147	63397	1345	0,498551969
555,7432294	0,221973043	0,14935724	63438	1346	0,46786773
556,2110971	0,24896346	0,110785839	63478	1347	0,442873568
556,6539707	0,225472976	0,110691107	63522	1348	0,449856998
557,1038277	0,230376701	0,106821579	63566	1349	0,457114097
557,5609418	0,243541844	0,106666744	63607	1350	0,430095285
557,9910371	0,217324269	0,103410737	63647	1351	0,444476871
558,4355139	0,22145084	0,116178548	63695	1352	0,443427847
558,8789418	0,22605069	0,112423742	63736	1353	0,436711181
559,315653	0,220420724	0,109749567	63780	1354	0,464046009
559,779699	0,219380685	0,110235359	63824	1355	0,44470216
560,2244011	0,224942873	0,113686202	63865	1356	0,431634363
560,6560355	0,220963662	0,107481302	63909	1357	0,472797049
561,1288326	0,256062875	0,111654997	63950	1358	0,413466535
561,5422991	0,183989146	0,116714496	63987	1359	0,384735884
561,927035	0,175990597	0,10878997	64024	1360	0,439450415
562,3664854	0,214744396	0,119867291	64072	1361	0,483258411
562,8497438	0,254655453	0,123235411	64120	1362	0,462197209
563,311941	0,235807657	0,11865274	64160	1363	0,497413483
563,8093545	0,228779119	0,111787687	64197	1364	0,450837523
564,260192	0,217377996	0,129626891	64242	1365	0,468762719
564,7289547	0,252457914	0,109492395	64283	1366	0,437001097
565,1659558	0,218250195	0,113316473	64327	1367	0,457494067
565,6234499	0,24131819	0,110415793	64368	1368	0,497795328
566,1212452	0,268896077	0,107482594	64409	1369	0,336304299
566,4575495	0,124514984	0,103650286	64450	1370	0,290406619
566,7479561	0,100612387	0,100828323	64494	1371	0,309278693
567,0572348	0,090766461	0,096925564	64535	1372	0,290773187
567,348008	0,090214367	0,11223416	64576	1373	0,434859083
567,7828671	0,217244345	0,112309284	64620	1374	0,429601565
568,2124687	0,217525883	0,106189	64660	1375	0,448223228
568,6606919	0,229203139	0,110137815	64700	1376	0,446900168
569,1075921	0,22070147	0,112891911	64745	1377	0,427474272
569,5350663	0,195406615	0,115501216	64793	1378	0,38999899
569,9250653	0,164055401	0,120259067	64838	1379	0,298568259
570,2236336	0,109948574	0,100349729	64883	1380	0,326208576
570,5498422	0,095120332	0,10181011	64924	1381	0,30526166
570,8551038	0,115482868	0,104325565	64964	1382	0,469097508
571,3242013	0,250490514	0,114767089	65005	1383	0,43614498
571,7603463	0,214603887	0,113789544	65046	1384	0,431775038
572,1921213	0,209558426	0,114123968	65086	1385	0,452253742
572,6443751	0,221429848	0,115913652	65126	1386	0,43966419
573,0840393	0,208532687	0,118531261	65167	1387	0,352960628
573,4369999	0,142966264	0,099904997	65208	1388	0,279615748
573,7166157	0,093678189	0,097993442	65249	1389	0,353555955
574,0701716	0,098313278	0,09813013	65289	1390	0,299226569
574,3693982	0,11112135	0,099046687	65334	1391	0,278190252
574,6475884	0,090898014	0,100014175	65379	1392	0,358762108
575,0063505	0,149919666	0,120511045	65416	1393	0,431514257
575,4378648	0,21190769	0,110361937	65461	1394	0,499032889
575,9368977	0,275374519	0,107845743	65502	1395	0,421870891
576,3587686	0,204988862	0,112141327	65546	1396	0,430882253
576,7896508	0,217505162	0,108186493	65587	1397	0,278097243
577,0677481	0,090857498	0,099022492	65628	1398	0,434207453
577,5019555	0,097675754	0,169300867	65669	1399	0,291972029
577,7939276	0,095627065	0,103717158	65710	1400	0,433666933
578,2275945	0,215455585	0,110642846	65751	1401	0,471219197
578,6988137	0,24499664	0,112449891	65792	1402	0,468500203
579,1673139	0,246237331	0,113157693	65833	1403	0,429116029
579,5964299	0,209758966	0,109805522	65877	1404	0,392949204
579,9893791	0,189416941	0,102252368	65918	1405	0,435539469
580,4249186	0,204973156	0,124206905	65966	1406	0,375945297
580,8008639	0,168876623	0,105186367	66006	1407	0,381691037
581,1825549	0,172446486	0,107627204	66047	1408	0,384662663
581,5672176	0,142833821	0,108723606	66088	1409	0,350828984
581,9180466	0,1511835	0,101718044	66129	1410	0,434524185
582,3525708	0,216192015	0,10434098	66170	1411	0,429300412
582,7818712	0,214733607	0,103259538	66210	1412	0,400289267
583,1821604	0,199738089	0,097522275	66251	1413	0,425185388
583,6073458	0,21992698	0,102425466	66291	1414	0,436099443
584,0434453	0,207590688	0,120099711	66335	1415	0,447857131
584,4913024	0,209311569	0,115750072	66383	1416	0,435496327
584,9267987	0,21855826	0,107185253	66423	1417	0,450554718
585,3773534	0,221416331	0,119608653	66464	1418	0,53412887
585,9114823	0,184889986	0,151959822	66512	1419	0,47661284
586,3880952	0,220129012	0,099660954	66552	1420	0,399285674
586,7873808	0,190904287	0,102751589	66593	1421	0,484321508
587,2717023	0,267303346	0,106240304	66638	1422	0,432073174
587,7037755	0,209584205	0,113274343	66678	1423	0,470578601
588,1743541	0,243932424	0,113649684	66722	1424	0,429977585
588,6043317	0,20941834	0,10334853	66763	1425	0,461030177
589,0653619	0,238128659	0,112293565	66807	1426	0,410222132
589,475584	0,188566389	0,114847138	66851	1427	0,405195048
589,880779	0,182246348	0,118218074	66899	1428	0,363489755
590,2442688	0,155320006	0,106939696	66940	1429	0,41581244
590,6600812	0,16452113	0,121856256	66984	1430	0,418936802
591,079018	0,207867286	0,108552379	67028	1431	0,465214886
591,5442329	0,241411803	0,114044614	67064	1432	0,446015917
591,9902489	0,210905019	0,113346761	67104	1433	0,455385897
592,4456347	0,238270356	0,10970455	67148	1434	0,456601685
592,9022364	0,239356568	0,109245372	67192	1435	0,426375908
593,3286123	0,212748076	0,102593796	67237	1436	0,460124655
593,788737	0,245596883	0,102066462	67278	1437	0,435379941
594,2241169	0,214444743	0,103936706	67318	1438	0,454542307
594,6786592	0,210506061	0,124851511	67363	1439	0,447112822
595,1257721	0,209781936	0,108386908	67411	1440	0,420523973
595,546296	0,199468017	0,109817658	67456	1441	0,402063141
595,9483592	0,185433615	0,106374412	67497	1442	0,385646578
596,3340058	0,172174674	0,106585717	67541	1443	0,349891767
596,6838975	0,148026646	0,102618184	67581	1444	0,421727888
597,1056254	0,205462332	0,108157589	67618	1445	0,810710347
597,9163358	0,597148109	0,103283178	67658	1446	0,310105228
598,226441	0,124736037	0,097258275	67699	1447	0,458039748
598,6844807	0,227539505	0,115418615	67743	1448	0,481928766
599,1664095	0,227455372	0,103858054	67784	1449	0,454902639
599,6213121	0,237908084	0,105869611	67825	1450	0,440673608
600,0619857	0,235010812	0,096847555	67866	1451	0,44425669
600,5062424	0,232104003	0,106320018	67907	1452	0,448244851
600,9544873	0,22901267	0,107911072	67952	1453	0,461989973
601,4164773	0,234818702	0,116586958	68000	1454	0,46337834
601,8798556	0,230803336	0,111701691	68044	1455	0,463099287
602,3429549	0,24241627	0,109935353	68081	1456	0,441572552
602,7845274	0,22412664	0,107422119	68122	1457	0,516410628
603,3009381	0,27388764	0,105563639	68162	1458	0,450995747
603,7519338	0,221836997	0,117049142	68203	1459	0,452315132
604,2042489	0,231553447	0,109589082	68240	1460	0,41991202
604,624161	0,208480354	0,102441657	68280	1461	0,32733543
604,9514964	0,125755035	0,0962082	68321	1462	0,288665953
605,2401624	0,095092168	0,105307317	68362	1463	0,306541094
605,5467034	0,098081643	0,117094064	68406	1464	0,325332385
605,8720358	0,109867786	0,122254702	68451	1465	0,455050232
606,3270861	0,219201298	0,121294991	68492	1466	0,478205376
606,8052914	0,231297686	0,112866072	68532	1467	0,278455919
607,0837474	0,096635852	0,09268917	68569	1468	0,32266685
607,4064142	0,123041894	0,108822321	68610	1469	0,441768646
607,8481829	0,222733578	0,10740615	68654	1470	0,447919725
608,2961026	0,229512883	0,10791297	68694	1471	0,444315543
608,7404181	0,218181459	0,108867237	68731	1472	0,290819312
609,0312374	0,093436916	0,106203294	68779	1473	0,295593559
609,326831	0,098507649	0,103247269	68820	1474	0,468836632
609,7956676	0,223785612	0,130612684	68860	1475	0,438453308
610,2341209	0,221418439	0,103525046	68900	1476	0,439935768
610,6740567	0,227885265	0,102851757	68941	1477	0,445180506
611,1192372	0,224314005	0,104190313	68985	1478	0,43348194
611,5527191	0,215205417	0,108902757	69030	1479	0,489246361
612,0419655	0,2612177	0,114421509	69074	1480	0,475073159
612,5170387	0,236577184	0,112099131	69122	1481	0,449312481
612,9663511	0,22171003	0,113624531	69162	1482	0,436142304
613,4024935	0,223614947	0,101179895	69202	1483	0,48050822
613,8830017	0,246036957	0,107491418	69243	1484	0,423859746
614,3068614	0,216304845	0,097451806	69283	1485	0,44639384
614,7532553	0,217594053	0,113186151	69331	1486	0,439681709
615,192937	0,222788359	0,102397619	69372	1487	0,440076135
615,6330131	0,218004201	0,109480436	69412	1488	0,440494864
616,073508	0,229463164	0,101935697	69453	1489	0,435730302
616,5092383	0,221979157	0,104370476	69489	1490	0,4817886
616,9910269	0,23777905	0,133168439	69533	1491	0,431581783
617,4226086	0,217766352	0,104013263	69573	1492	0,433987794
617,8565964	0,222093883	0,100056966	69617	1493	0,431506702
618,2881031	0,213994783	0,106700548	69657	1494	0,465339972
618,7534431	0,24429768	0,107182424	69698	1495	0,430127067
619,1835702	0,218571432	0,100858695	69734	1496	0,423860726
619,6074309	0,212686144	0,100357448	69775	1497	0,42069644
620,0281274	0,20244935	0,106858333	69816	1498	0,387085628
620,415213	0,158645456	0,095172069	69857	1499	0,27503305
620,690246	0,092062668	0,092372665	69897	1500	0,409495314
621,0997413	0,21499533	0,100046095	69938	1501	0,486582627
621,586324	0,262237139	0,11157301	69982	1502	0,437982882
622,0243069	0,220402543	0,104504003	70027	1503	0,473847128
622,498154	0,248513015	0,113013125	70067	1504	0,442419674
622,9405737	0,216395331	0,11042987	70108	1505	0,450043251
623,3906169	0,218949517	0,120689468	70149	1506	0,454744226
623,8453611	0,225561845	0,11574781	70193	1507	0,428111122
624,2734723	0,214574528	0,103055703	70234	1508	0,432752471
624,7062247	0,21597318	0,104257661	70282	1509	0,428235959
625,1344607	0,211932407	0,102605099	70323	1510	0,438517678
625,5729784	0,216770801	0,110235487	70368	1511	0,457726486
626,0307048	0,230739376	0,116624959	70412	1512	0,491267186
626,521972	0,262766986	0,114810597	70453	1513	0,469072113
626,9910441	0,218992404	0,104224051	70501	1514	0,446618385
627,4376625	0,221054574	0,111379869	70541	1515	0,452979738
627,8906423	0,214962167	0,107407981	70582	1516	0,428358337
628,3190006	0,204793343	0,11312007	70622	1517	0,422914224
628,7419148	0,194987467	0,121447836	70662	1518	0,451309823
629,1932247	0,219623995	0,114740525	70699	1519	0,45079879
629,6440234	0,21580227	0,117203865	70739	1520	0,463850437
630,1078739	0,209433784	0,086310805	70780	1521	0,359317705
630,4671916	0,220170111	0,065199522	70820	1522	0,396801378
630,863993	0,213413225	0,115456466	70865	1523	0,471126757
631,3351197	0,257894732	0,100898487	70905	1524	0,48055659
631,8156763	0,245189102	0,118100194	70946	1525	0,439941243
632,2556176	0,215411482	0,107371235	70983	1526	0,46748927
632,7231068	0,208983836	0,147414462	71024	1527	0,439947198
633,163054	0,207224671	0,115279084	71065	1528	0,441700135
633,6047542	0,216471109	0,111703002	71106	1529	0,449633849
634,054388	0,223105884	0,113156642	71147	1530	0,447660328
634,5020483	0,218292473	0,115438113	71188	1531	0,448238974
634,9502873	0,219500989	0,109014206	71232	1532	0,48756996
635,4378573	0,236461485	0,116015059	71276	1533	0,443006052
635,8808633	0,195797454	0,134237625	71317	1534	0,478345585
636,3592089	0,256974338	0,111849541	71358	1535	0,429109671
636,7883186	0,21613345	0,100454275	71399	1536	0,438480842
637,2267994	0,213994341	0,107459995	71440	1537	0,434287617
637,661087	0,203616102	0,114848489	71484	1538	0,486017813
638,1471048	0,208737859	0,119842199	71525	1539	0,434669435
638,5817743	0,204223128	0,115045428	71566	1540	0,446968572
639,0287429	0,204983352	0,120341038	71607	1541	0,475932813
639,5046757	0,21476724	0,138767782	71647	1542	0,428940514
639,9336162	0,209672132	0,104745369	71695	1543	0,420411422
640,3540276	0,208064306	0,094486419	71736	1544	0,421586532
640,7756141	0,20912129	0,111643854	71777	1545	0,488660728
641,2642749	0,262216902	0,112895008	71818	1546	0,48999218
641,754267	0,253304138	0,108939909	71858	1547	0,437760831
642,1920279	0,20420598	0,118625437	71899	1548	0,444874122
642,636902	0,207115505	0,119296362	71940	1549	0,333871429
642,9707734	0,101852967	0,105489395	71981	1550	0,307420501
643,2781939	0,090003106	0,096401332	72022	1551	0,284534187
643,5627281	0,088741111	0,098611282	72066	1552	0,30333541
643,8660635	0,089299534	0,119132447	72107	1553	0,477232778
644,3432963	0,210001407	0,142385681	72151	1554	0,445793116
644,7890894	0,207333292	0,114238309	72187	1555	0,454603688
645,2436931	0,209339682	0,120245389	72224	1556	0,784374559
646,0280677	0,552773383	0,115094087	72261	1557	0,48150384
646,5095715	0,233789795	0,125064876	72302	1558	0,491060024
647,0006315	0,228720975	0,146307554	72343	1559	0,475813812
647,4764453	0,232484419	0,110960485	72387	1560	0,451003585
647,9274489	0,220529241	0,114672681	72431	1561	0,404352306
648,3318012	0,180215152	0,118289063	72472	1562	0,307279153
648,6390804	0,093255474	0,12073706	72513	1563	0,374094907
649,0131753	0,156696191	0,116903531	72553	1564	0,46018154
649,4733568	0,221141995	0,113729658	72593	1565	0,444012644
649,9173695	0,216559991	0,110373057	72633	1566	0,485246915
650,4026164	0,249005629	0,121136982	72674	1567	0,459624176
650,8622406	0,218938982	0,105267375	72719	1568	0,471501973
651,3337425	0,237805411	0,110386164	72763	1569	0,446397339
651,7801399	0,233444178	0,097299124	72800	1570	0,449904624
652,2300445	0,223187914	0,111303877	72840	1571	0,449280171
652,6793247	0,215216999	0,118348743	72885	1572	0,449593058
653,1289177	0,212898303	0,121115352	72930	1573	0,473960495
653,6028782	0,239233058	0,116684679	72975	1574	0,469781564
654,0726598	0,221758259	0,130427463	73016	1575	0,442660719
654,5153205	0,223276848	0,103061285	73064	1576	0,432784703
654,9481052	0,210678455	0,107546267	73105	1577	0,447433257
655,3955385	0,21852802	0,10719608	73146	1578	0,432309516
655,827848	0,218860474	0,102647537	73187	1579	0,483144378
656,3109924	0,256739214	0,110482521	73224	1580	0,445766857
656,7567592	0,221849266	0,10979971	73265	1581	0,450722773
657,207482	0,219923865	0,113635658	73306	1582	0,484496845
657,6919788	0,217535987	0,110755826	73347	1583	0,445063758
658,1370426	0,221943932	0,109373569	73391	1584	0,43440417
658,5714468	0,216908149	0,103380169	73432	1585	0,46078367
659,0322304	0,242352105	0,104553163	73473	1586	0,447755818
659,4799863	0,220873859	0,111799842	73517	1587	0,459420376
659,9394066	0,223628517	0,118399625	73554	1588	0,446830106
660,3862367	0,217809443	0,113232486	73595	1589	0,463581784
660,8498185	0,216931139	0,130027038	73639	1590	0,510749784
661,3605683	0,266252328	0,110344774	73680	1591	0,438233176
661,7988015	0,218602901	0,105232264	73721	1592	0,43778044
662,2365819	0,212562987	0,110146519	73766	1593	0,454117089
662,690699	0,21191472	0,12349076	73811	1594	0,450109093
663,1408081	0,21622608	0,115894976	73859	1595	0,460526054
663,6013342	0,223535214	0,112855333	73903	1596	0,484628129
664,0859623	0,219347027	0,147598164	73948	1597	0,444732244
664,5306945	0,214331923	0,114455469	73989	1598	0,450613233
664,9813078	0,217267678	0,113395779	74034	1599	0,455286583
665,4365943	0,223567767	0,112891222	74075	1600	0,448609539
665,8852039	0,217110791	0,111392966	74115	1601	0,501584303
666,3867882	0,267027605	0,118599503	74156	1602	0,327130427
666,7139186	0,123161292	0,109516076	74192	1603	0,49038182
667,2043004	0,22307831	0,109725025	74237	1604	0,429916264
667,6342167	0,200399804	0,110067785	74278	1605	0,468935787
668,1031525	0,235042352	0,111745814	74318	1606	0,449760834
668,5529133	0,220876664	0,108778431	74363	1607	0,452935842
669,0058492	0,210046975	0,114962176	74403	1608	0,45662708
669,4624762	0,224194912	0,116790258	74443	1609	0,444368834
669,9068451	0,21438572	0,110894565	74483	1610	0,472385726
670,3792308	0,213637833	0,102848313	74524	1611	0,483944746
670,8631755	0,243182852	0,120817439	74568	1612	0,499236845
671,3624124	0,268532275	0,104975527	74608	1613	0,443996989
671,8064094	0,219836428	0,10388585	74648	1614	0,295085556
672,1014949	0,092537025	0,101836349	74689	1615	0,300215896
672,4017108	0,091644652	0,109587254	74733	1616	0,30428241
672,7059932	0,090103635	0,116974512	74778	1617	0,470122217
673,1761155	0,21615215	0,103713668	74815	1618	0,421846224
673,5979617	0,212345524	0,104449095	74856	1619	0,480675055
674,0786367	0,243808461	0,109143488	74896	1620	0,443335442
674,5219722	0,220018264	0,107228917	74937	1621	0,446484928
674,9684571	0,211640739	0,111508314	74982	1622	0,524343683
675,4928008	0,273090046	0,115768528	75026	1623	0,484384501
675,9771853	0,251852448	0,111360997	75067	1624	0,449878372
676,4270637	0,214240726	0,117557117	75108	1625	0,482696886
676,9097606	0,234707831	0,099419713	75144	1626	0,446524682
677,3562852	0,221113559	0,104039537	75188	1627	0,451191706
677,8074769	0,23834353	0,096168459	75225	1628	0,456699701
678,2641766	0,212896832	0,122903707	75269	1629	0,436718905
678,7008955	0,209918312	0,107639075	75310	1630	0,45561357
679,1565091	0,223872847	0,110215723	75351	1631	0,522831218
679,6793403	0,271731122	0,129713014	75391	1632	0,476311028
680,1556514	0,223086759	0,119501748	75432	1633	0,458234983
680,6138863	0,212241227	0,103572119	75472	1634	0,479454841
681,0933412	0,245682202	0,113098958	75513	1635	0,447952326
681,5412935	0,2167746	0,113098002	75557	1636	0,440398518
681,981692	0,208042352	0,111956239	75598	1637	0,461926346
682,4436184	0,220893773	0,117992665	75638	1638	0,442607756
682,8862261	0,206783228	0,114930993	75678	1639	0,451712052
683,3379382	0,213263461	0,115731881	75719	1640	0,517817264
683,8557554	0,238891554	0,103995856	75759	1641	0,430660812
684,2864163	0,206186827	0,103449926	75800	1642	0,449256862
684,7356731	0,21439031	0,113695979	75845	1643	0,422906067
685,1585792	0,186490401	0,114575012	75893	1644	0,307507419
685,4660866	0,093691655	0,097261259	75934	1645	0,297867655
685,7639543	0,096662523	0,101909742	75979	1646	0,433830108
686,1977844	0,204718128	0,111916988	76020	1647	0,44027107
686,6380554	0,204763095	0,11469002	76064	1648	0,477632516
687,115688	0,215343285	0,111738157	76105	1649	0,445639256
687,5613272	0,215675615	0,107922739	76149	1650	0,464880802
688,026208	0,232705793	0,113488033	76193	1651	0,442152971
688,468361	0,210469456	0,108104195	76238	1652	0,444134973
688,912496	0,218443382	0,107180635	76279	1653	0,441692855
689,3541888	0,207030505	0,116506877	76319	1654	0,447414888
689,8016037	0,215570169	0,113150672	76356	1655	0,443125715
690,2447294	0,208289304	0,115882007	76397	1656	0,481249035
690,7259785	0,244580209	0,116292186	76438	1657	0,473631788
691,1996102	0,203420648	0,114295568	76483	1658	0,432521577
691,6321318	0,201516396	0,110031105	76520	1659	0,442665055
692,0747969	0,202420556	0,117502955	76560	1660	0,435642949
692,5104398	0,200784224	0,114248441	76600	1661	0,433540637
692,9439805	0,201419829	0,113444566	76648	1662	0,43882758
693,382808	0,204736977	0,115039116	76692	1663	0,438482681
693,8212907	0,206170043	0,110940821	76736	1664	0,433793437
694,2550842	0,201198847	0,111365238	76776	1665	0,452058747
694,7071429	0,222103711	0,107467859	76812	1666	0,466857168
695,1740001	0,206854166	0,104605325	76856	1667	0,315190286
695,4891904	0,103800727	0,09783118	76897	1668	0,29273537
695,7819257	0,089853582	0,104574185	76942	1669	0,441083651
696,2230094	0,204730048	0,113280208	76983	1670	0,449361206
696,6723706	0,201008614	0,125964191	77027	1671	0,457905127
697,1302757	0,210411813	0,124649849	77071	1672	0,457418152
697,5876939	0,20802833	0,126740334	77112	1673	0,360020165
697,947714	0,131648374	0,106690432	77152	1674	0,327286182
698,2750002	0,104997588	0,095830593	77189	1675	0,287138744
698,562139	0,085817371	0,104047405	77229	1676	0,302205472
698,8643444	0,088263088	0,113372182	77273	1677	0,447429475
699,3117739	0,207268579	0,114122399	77314	1678	0,440426004
699,7521999	0,20668864	0,1173072	77358	1679	0,477643801
700,2298437	0,244865236	0,114279941	77398	1680	0,445019477
700,6748632	0,205394354	0,113210659	77438	1681	0,445080581
701,1199438	0,207978726	0,113271548	77478	1682	0,418199014
701,5381428	0,166485022	0,105584909	77519	1683	0,372390004
701,9105328	0,155577982	0,10266524	77559	1684	0,381199953
702,2917327	0,161856622	0,101010052	77604	1685	0,448092584
702,7398253	0,207971017	0,114691427	77645	1686	0,448907883
703,1887332	0,210280074	0,116856233	77686	1687	0,429317761
703,618051	0,200844269	0,106030262	77726	1688	0,431651417
704,0497024	0,203494232	0,10617327	77766	1689	0,357924142
704,4076265	0,200960831	0,086647105	77806	1690	0,432249171
704,8398757	0,2462627	0,114241361	77851	1691	0,442970334
705,282846	0,202911904	0,114292647	77891	1692	0,445199316
705,7280453	0,203335352	0,122383772	77932	1693	0,440371
706,1684163	0,204472805	0,113063921	77973	1694	0,430136043
706,5985524	0,203361479	0,104691181	78010	1695	0,454146364
707,0526987	0,209376849	0,118517505	78054	1696	0,438124295
707,490823	0,203807135	0,115917197	78094	1697	0,461879877
707,9527029	0,213148706	0,114879588	78135	1698	0,433750131
708,3864531	0,202946702	0,112549643	78176	1699	0,469238879
708,8556919	0,229974611	0,117755319	78220	1700	0,443352206
709,2990441	0,20115963	0,120730474	78261	1701	0,484245179
709,7832893	0,246613083	0,11191758	78298	1702	0,450356557
710,2336459	0,205181816	0,123466575	78339	1703	0,443524339
710,6771702	0,204944445	0,114545329	78380	1704	0,464444168
711,1416144	0,20367426	0,107221069	78421	1705	0,469819177
711,6114336	0,21402953	0,113851444	78465	1706	0,452711279
712,0641448	0,201542481	0,128080652	78505	1707	0,444453569
712,5085984	0,20329753	0,113738265	78542	1708	0,465301464
712,9738999	0,205043162	0,120575336	78590	1709	0,431382136
713,405282	0,207382154	0,104732957	78630	1710	0,426972456
713,8322545	0,202021423	0,110057648	78670	1711	0,439388524
714,271643	0,19722663	0,099526481	78711	1712	0,475559998
714,747203	0,24600494	0,11290009	78751	1713	0,436376156
715,1835791	0,200970832	0,113339974	78799	1714	0,454094391
715,6376735	0,210769575	0,117026153	78839	1715	0,446914042
716,0845876	0,201927577	0,118372179	78880	1716	0,447581969
716,5321695	0,202778444	0,122898977	78921	1717	0,471036678
717,0032062	0,205875527	0,141274708	78962	1718	0,439452917
717,4426591	0,209615299	0,108230995	79006	1719	0,438268987
717,8809281	0,204014749	0,112841741	79050	1720	0,43749088
718,318419	0,204370911	0,111475805	79091	1721	0,434290151
718,7527092	0,206131054	0,109103403	79132	1722	0,433295241
719,1860044	0,203563999	0,108223701	79177	1723	0,890648005
720,0766524	0,65841598	0,108924461	79214	1724	0,496005335
720,5726577	0,254822696	0,109299054	79255	1725	0,465433993
721,0380917	0,232577903	0,110378477	79295	1726	0,451754247
721,489846	0,221416575	0,110602818	79343	1727	0,435751611
721,9255976	0,203897921	0,114294535	79391	1728	0,456645729
722,3822433	0,224308594	0,111060908	79431	1729	0,45908152
722,8413248	0,228876076	0,109995926	79472	1730	0,527208224
723,3685331	0,241962196	0,113877409	79512	1731	0,474676758
723,8432098	0,239001584	0,111103885	79556	1732	0,463465364
724,3066752	0,237568848	0,104603988	79597	1733	0,673296458
724,9799716	0,232220352	0,115062863	79638	1734	0,49028642
725,4702581	0,23835418	0,116190587	79679	1735	0,51283366
725,9830917	0,266104679	0,114015501	79716	1736	0,524459024
726,5075507	0,227643572	0,170608545	79753	1737	0,476131458
726,9836822	0,246093623	0,107010477	79790	1738	0,459033143
727,4427153	0,226383192	0,10996642	79830	1739	0,463180478
727,9058958	0,227766164	0,10891476	79878	1740	0,492419641
728,3983155	0,261227242	0,109744905	79922	1741	0,467661307
728,8659768	0,230937099	0,111572932	79958	1742	0,484713041
729,3506898	0,22781007	0,112498535	79998	1743	0,481341149
729,832031	0,230927188	0,114208243	80039	1744	0,470787333
730,3028183	0,235076058	0,11202275	80080	1745	0,483836381
730,7866547	0,244707492	0,114332793	80120	1746	0,519956232
731,3066109	0,265950393	0,127417949	80161	1747	0,473139327
731,7797502	0,237632264	0,113780458	80202	1748	0,498419
732,2781692	0,220967397	0,131608417	80247	1749	0,456928221
732,7350975	0,216971456	0,115305408	80291	1750	0,459319983
733,1944174	0,224358114	0,109807276	80332	1751	0,448948585
733,643366	0,221672269	0,108297983	80376	1752	0,468705454
734,1120715	0,236754321	0,10422349	80413	1753	0,490313729
734,6023852	0,227924471	0,134911108	80453	1754	0,486864436
735,0892496	0,247455995	0,114613852	80497	1755	0,460343471
735,5495931	0,222297256	0,11474502	80541	1756	0,462984755
736,0125779	0,221656285	0,114623594	80577	1757	0,511770007
736,5243479	0,263531562	0,12440047	80618	1758	0,473586472
736,9979343	0,223946289	0,121632928	80659	1759	0,49531775
737,4932521	0,239679557	0,10788198	80703	1760	0,465969805
737,9592219	0,231415306	0,109511327	80744	1761	0,467583527
738,4268054	0,229417855	0,11402326	80784	1762	0,47839318
738,9051986	0,232805271	0,115045022	80828	1763	0,462617033
739,3678156	0,22523293	0,116196572	80869	1764	0,49770257
739,8655182	0,240461743	0,108590699	80909	1765	0,469143446
740,3346617	0,231598779	0,113154317	80954	1766	0,446097503
740,7807592	0,218199288	0,107689837	80994	1767	0,449632084
741,2303912	0,223246638	0,104409826	81038	1768	0,497066267
741,7274575	0,259757939	0,113155901	81078	1769	0,492156479
742,219614	0,220176166	0,113255463	81126	1770	0,467006828
742,6866208	0,228424471	0,115566739	81170	1771	0,455042311
743,1416631	0,218062337	0,10649403	81211	1772	0,450691099
743,5923542	0,217743642	0,111693056	81252	1773	0,45451839
744,0468726	0,219602501	0,109619461	81293	1774	0,453397994
744,5002706	0,216945319	0,111147543	81333	1775	0,481676152
744,9819468	0,220561093	0,100522234	81377	1776	0,442405772
745,4243525	0,220905972	0,100946818	81418	1777	0,457681824
745,8820344	0,228754725	0,104391587	81459	1778	0,467583295
746,3496177	0,235483533	0,111534845	81499	1779	0,499720293
746,8493379	0,270220452	0,107935758	81540	1780	0,458111014
747,307449	0,218405105	0,117636752	81585	1781	0,471596083
747,779045	0,219911242	0,101022517	81626	1782	0,446987963
748,226033	0,214724026	0,108037387	81662	1783	0,473598711
748,6996317	0,216261316	0,105090922	81702	1784	0,451013031
749,1506447	0,219117686	0,105794754	81743	1785	0,452133786
749,6027785	0,22201267	0,108014175	81783	1786	0,444821137
750,0475997	0,212588832	0,109527544	81824	1787	0,470718293
750,518318	0,224183543	0,121155497	81860	1788	0,478218061
750,996536	0,217981224	0,110663239	81901	1789	0,387016516
751,3835525	0,218364533	0,067311649	81945	1790	0,399268641
751,7828212	0,265363031	0,062573868	81986	1791	0,361294368
752,1441156	0,215498325	0,072464418	82026	1792	0,388704318
752,5328199	0,220020523	0,077371128	82067	1793	0,445379713
752,9781996	0,217215742	0,113729833	82104	1794	0,472076548
753,4502761	0,216292557	0,107653068	82140	1795	0,444120408
753,8943965	0,210772726	0,106039977	82180	1796	0,445158035
754,3395546	0,213841247	0,103057156	82220	1797	0,438425953
754,7779805	0,218530319	0,103471992	82261	1798	0,445985136
